Gall_sp,Status,Parasitoid,Total_number,Per_country
Andricus curvator,bisexual,Hobbya stenonota,3,HU 3
Andricus curvator,bisexual,Mesopolobus albitarsus,5,"DE 1,GB 3,UA 1"
Andricus curvator,bisexual,Mesopolobus amaenus,4,"ES 2,GB 1,HU 1"
Andricus curvator,bisexual,Mesopolobus dubius,1,UA 1
Andricus curvator,bisexual,Mesopolobus fasciiventris,57,"AT,DE 1,ES 17,GB 10,HU 19,IT,PL,SE öl,UA 10"
Andricus curvator,bisexual,Mesopolobus fuscipes,1,"AT,FR,GB 1,PL"
Andricus curvator,bisexual,Mesopolobus sericeus,20,"AT,ES 1,GB(19"
Andricus curvator,bisexual,Mesopolobus tarsatus,2,ES 2
Andricus curvator,bisexual,Mesopolobus tibialis,117,"DE,ES 57,FI 2,FR 4,GB 5,HU 49"
Andricus curvator,bisexual,Mesopolobus xanthocerus,8,HU 8
Andricus curvator,bisexual,Eupelmus spongipartus,,AT
Andricus curvator,bisexual,Eupelmus urozonus,34,"AD 1,AT,DE,ES 3,FI 10,FR(2,GB 7,HU 3,RO,UA 8"
Andricus curvator,bisexual,Eupelmus vesicularis,2,"ES 1,HU 1"
Andricus curvator,bisexual,Aulogymnus arsames,124,"AD 1,ES 36,FI 12,FR 1,GB 50,HU 5,RO,SI 1,TR 2,UA 16"
Andricus curvator,bisexual,Aulogymnus gallarum,13,"ES 1,FI(2,GB 2,HU 8"
Andricus curvator,bisexual,Aulogymnus skianeuros,12,"DE,HU 12"
Andricus curvator,bisexual,Aprostocetus aethiops,7,"HU 1,UA 6"
Andricus curvator,bisexual,Andricus curvator,,NA
Andricus curvator,bisexual,Synergus facialis,2,"AT,ES 2,GB,NL,PT,UA"
Andricus curvator,bisexual,Synergus incrassatus,,"HU,UA"
Andricus curvator,bisexual,Synergus pallicornis,,NL
Andricus curvator,bisexual,Synergus pallipes,,"AT,DE,DK,GB,NL,UA"
Andricus curvator,bisexual,Synergus radiatus,,"AT,DE,GB,NL,UA"
Andricus curvator,bisexual,Synergus ruficornis,,"HU,UA"
Andricus curvator,bisexual,Synergus tibialis,,"DE,UA"
Andricus curvator,bisexual,Ormyrus pomaceus,1,ES 1
Andricus curvator,bisexual,Mesopolobus amaenus,2,GB 2
Andricus curvator,bisexual,Mesopolobus fasciiventris,1,GB 1
Andricus curvator,bisexual,Mesopolobus sericeus,1,ES 1
Andricus cydoniae,bisexual,Ceroptres cerri,1,HU 1
Andricus cydoniae,bisexual,Synergus facialis,1,HU 1
Andricus cydoniae,bisexual,Synergus thaumacerus,46,"AT,HU 46"
Andricus cydoniae,bisexual,Eurytoma brunniventris,3,"AT 1,HU 2"
Andricus cydoniae,bisexual,Eurytoma setigera,1,HU 1
Andricus cydoniae,bisexual,Sycophila biguttata,13,HU 13
Andricus cydoniae,bisexual,Megastigmus dorsalis,15,"AT,HU 15"
Andricus cydoniae,bisexual,Torymus sp.,1,HU 1
Andricus cydoniae,bisexual,Ormyrus pomaceus,2,BG 2
Andricus cydoniae,bisexual,Ormyrus sp.,2,HU 2
Andricus cydoniae,bisexual,Cecidostiba fungosa,12,"AT,HU 12"
Andricus cydoniae,bisexual,Hobbya stenonota,,AT
Andricus cydoniae,bisexual,Mesopolobus amaenus,1,"AT,HU 1"
Andricus cydoniae,bisexual,Mesopolobus fasciiventris,1,HU 1
Andricus cydoniae,bisexual,Mesopolobus fuscipes,1,"AT,HU 1"
Andricus cydoniae,bisexual,Mesopolobus tibialis,2,HU 2
Andricus cydoniae,bisexual,Mesopolobus xanthocerus,6,HU 6
Andricus cydoniae,bisexual,Eupelmus spongipartus,9,HU 9
Andricus cydoniae,bisexual,Eupelmus urozonus,4,"AT,HU 4"
Andricus cydoniae,bisexual,Aulogymnus arsames,2,HU 2
Andricus cydoniae,bisexual,Aulogymnus gallarum,9,HU 9
Andricus cydoniae,bisexual,Aulogymnus skianeuros,7,HU 7
Andricus cydoniae,bisexual,Aulogymnus testaceoviridis,24,HU 24
Andricus cydoniae,bisexual,Aprostocetus aethiops,3,HU 3
Andricus cydoniae,bisexual,Baryscapus ?pallidae,1,HU 1
Andricus dentimitratus,asexual,Synergus crassicornis,1,"ES 1,HU,IT"
Andricus dentimitratus,asexual,Synergus facialis,1,HU 1
Andricus dentimitratus,asexual,Synergus hayneanus,30,"ES 30,FR"
Andricus dentimitratus,asexual,Synergus pallidipennis,2,"ES 2,HU"
Andricus dentimitratus,asexual,Synergus reinhardi,,ES 45
Andricus dentimitratus,asexual,Synergus umbraculus,18,"ES 18,FR,IT"
Andricus dentimitratus,asexual,Sycophila biguttata,27,"ES 26,IT,TR 1"
Andricus dentimitratus,asexual,Megastigmus dorsalis,8,TR 8
Andricus dentimitratus,asexual,Megastigmus stigmatizans,33,"ES 32,FR,IT,TR 1"
Andricus dentimitratus,asexual,Torymus auratus,2,TR 2
Andricus dentimitratus,asexual,Ormyrus nitidulus,20,TR 20
Andricus dentimitratus,asexual,Ormyrus pomaceus,1,ES 1
Andricus dentimitratus,asexual,Cecidostiba fungosa,5,TR 5
Andricus dentimitratus,asexual,Mesopolobus sericeus,9,ES 9
Andricus dentimitratus,asexual,Aulogymnus ?skianeuros,,IT
Andricus dentimitratus,asexual,Aulogymnus trilineatus,6,TR 6
Andricus fecundatrix,bisexual [often misspelt fecundator],Mesopolobus fuscipes,1,FR 1
Andricus fecundatrix,bisexual [often misspelt fecundator],Mesopolobus tibialis,,"AD,NL"
Andricus fecundatrix,bisexual [often misspelt fecundator],Mesopolobus xanthocerus,9,"FR 7,GB 2"
Andricus fecundatrix,bisexual [often misspelt fecundator],Aprostocetus aethiops,3,"FR 3,NL"
Andricus fecundatrix,bisexual [often misspelt fecundator],Andricus fecundatrix,,NA
Andricus fecundatrix,bisexual [often misspelt fecundator],Synergus apicalis,18,"AT,DE,DK,GB 18,HU,UA"
Andricus fecundatrix,bisexual [often misspelt fecundator],Synergus crassicornis,22,"AD,AT,DE,ES 2,FR 11,GB 7,HU 2,PL,UA"
Andricus fecundatrix,bisexual [often misspelt fecundator],Synergus facialis,21,"AD,AT,DE,DK,ES 14,FR 1,GB 6,NL,UA"
Andricus fecundatrix,bisexual [often misspelt fecundator],Synergus hayneanus,1,HU 1
Andricus fecundatrix,bisexual [often misspelt fecundator],Synergus pallipes,,"AT,RO"
Andricus fecundatrix,bisexual [often misspelt fecundator],Synergus radiatus,,"AD,RO"
Andricus fecundatrix,bisexual [often misspelt fecundator],Synergus ruficornis,,UA
Andricus fecundatrix,bisexual [often misspelt fecundator],Synergus umbraculus,,"AT,UA"
Andricus fecundatrix,bisexual [often misspelt fecundator],Eurytoma brunniventris,4,"FR 2,GB 1,HU 1,NL"
Andricus fecundatrix,bisexual [often misspelt fecundator],Eurytoma setigera,2,DE 2
Andricus fecundatrix,bisexual [often misspelt fecundator],Sycophila biguttata,4,"FR 1,GB 3"
Andricus fecundatrix,bisexual [often misspelt fecundator],Sycophila iracemae,1,IT 1
Andricus fecundatrix,bisexual [often misspelt fecundator],Sycophila variegata,2,CH 2
Andricus fecundatrix,bisexual [often misspelt fecundator],Megastigmus dorsalis,28,"AD,DE 3,GB 19,HU 6"
Andricus fecundatrix,bisexual [often misspelt fecundator],Torymus auratus,3,"DE 1,GB 2,HU"
Andricus fecundatrix,bisexual [often misspelt fecundator],Torymus geranii,,NL
Andricus fecundatrix,bisexual [often misspelt fecundator],Ormyrus nitidulus,17,"AD 1,DE 7,GB 5,HU 3,SI 1"
Andricus fecundatrix,bisexual [often misspelt fecundator],Ormyrus pomaceus,6,"AD 1,DE 2,ES 2,HU 1"
Andricus fecundatrix,bisexual [often misspelt fecundator],Caenacis lauta,,GB
Andricus fecundatrix,bisexual [often misspelt fecundator],Cecidostiba fungosa,1,GB 1
Andricus fecundatrix,bisexual [often misspelt fecundator],Mesopolobus ?fasciiventris,,DE
Andricus fecundatrix,bisexual [often misspelt fecundator],Mesopolobus sericeus,,AD
Andricus fecundatrix,bisexual [often misspelt fecundator],Eupelmus spongipartus,4,"AT,DE 1,FR 2,HU 1"
Andricus fecundatrix,bisexual [often misspelt fecundator],Eupelmus urozonus,4,"AD,DE 1,GB 1,IT 2"
Andricus fecundatrix,bisexual [often misspelt fecundator],Aulogymnus ?arsames,1,DE 1
Andricus fecundatrix,bisexual [often misspelt fecundator],Aulogymnus trilineatus,15,"ES 2,FR 1,GB 12"
Andricus fecundatrix,bisexual [often misspelt fecundator],Aprostocetus aethiops,4,"GB,HU 4"
Andricus fecundatrix,bisexual [often misspelt fecundator],Tetrastichinae sp(p).,31,"CH 3,DE 7,FR 18,GB 2,HU 1"
Andricus fecundatrix,bisexual [often misspelt fecundator],Pediobius sp.,1,HU 1
Andricus floridus,bisexual,Sycophila biguttata,4,ES 4
Andricus floridus,bisexual,Ormyrus pomaceus,1,AD 1
Andricus floridus,bisexual,Ormocerus latus,4,ES 4
Andricus floridus,bisexual,Cecidostiba ilicina,2,ES 2
Andricus floridus,bisexual,Cecidostiba ?ilicina,10,IT
Andricus floridus,bisexual,Mesopolobus lichtensteini,1,ES 1
Andricus floridus,bisexual,Mesopolobus mediterraneus,9,ES 9
Andricus floridus,bisexual,Mesopolobus tibialis,3,ES 3
Andricus floridus,bisexual,Mesopolobus xanthocerus,6,"AD 1,ES 5"
Andricus floridus,bisexual,Tetrastichinae sp.,5,AD 5
Andricus galeatus,asexual,Ceroptres clavicornis,6,"AT,HU 6"
Andricus galeatus,asexual,Synergus facialis,3,"AT,HU 3"
Andricus galeatus,asexual,Synergus hayneanus,120,"HU 115,IT 5"
Andricus galeatus,asexual,Synergus pallidipennis,2,HU 2
Andricus galeatus,asexual,Synergus pallipes,9,"FR,IT 8"
Andricus galeatus,asexual,Synergus umbraculus,313,"HU 313,IT"
Andricus galeatus,asexual,Eurytoma brunniventris,19,"AT 2,HU 15,IT 2"
Andricus galeatus,asexual,Sycophila biguttata,45,"AT 41,HU 4"
Andricus galeatus,asexual,Ormyrus nitidulus,16,"AT 4,HU 11,IT"
Andricus galeatus,asexual,Ormyrus pomaceus,9,"AT 4,HU 4,IT 1"
Andricus galeatus,asexual,Cecidostiba fungosa,1,HU 1
Andricus galeatus,asexual,Eupelmus spongipartus,1,"AT,HU 1"
Andricus galeatus,asexual,Eupelmus urozonus,3,"AT,HU 1,IT 2"
Andricus galeatus,asexual,Aulogymnus gallarum,1,HU 1
Andricus gallaeurnaeformis,bisexual,Synergus thaumacerus,,IT
Andricus gallaeurnaeformis,bisexual,Mesopolobus amaenus,1,ES 1
Andricus gallaeurnaeformis,bisexual,Mesopolobus lichtensteini,3,ES 3
Andricus gallaeurnaeformis,bisexual,Eupelmus urozonus,1,AD 1
Andricus gallaeurnaeformis,bisexual,Aulogymnus gallarum,7,ES 7
Andricus gallaeurnaeformis,bisexual,Tetrastichinae sp.,7,AD 7
Andricus gallaeurnaeformis,bisexual,Andricus gallaeurnaeformis,,NA
Andricus gallaeurnaeformis,bisexual,Ceroptres clavicornis,1,AT 1
Andricus gallaeurnaeformis,bisexual,Synergus facialis,22,"AT,DE,ES 10,FR 11,HU 1,SE öl"
Andricus gallaeurnaeformis,bisexual,Synergus incrassatus,1,ES 1
Andricus gallaeurnaeformis,bisexual,Synergus pallipes,12,"AT,DE,ES,FR 12"
Andricus gallaeurnaeformis,bisexual,Synergus tibialis,,DE
Andricus gallaeurnaeformis,bisexual,Eurytoma brunniventris,115,"AT,FR 98,HU 17"
Andricus gallaeurnaeformis,bisexual,Eurytoma setigera,6,"ES 4,FR 2"
Andricus gallaeurnaeformis,bisexual,Sycophila biguttata,1,AT 1
Andricus gallaeurnaeformis,bisexual,Torymus ?affinis,,SE öl
Andricus gallaeurnaeformis,bisexual,Torymus ?notatus,1,ES 1
Andricus gallaeurnaeformis,bisexual,Ormyrus pomaceus,69,"AT 10,ES 2,FR 56,HU 1"
Andricus gallaeurnaeformis,bisexual,Caenacis lauta,,AT
Andricus gallaeurnaeformis,bisexual,Cecidostiba fungosa,2,HU 2
Andricus gallaeurnaeformis,bisexual,Mesopolobus fasciiventris,,AT
Andricus gallaeurnaeformis,bisexual,Eupelmus spongipartus,5,"AT,FR 5"
Andricus gallaeurnaeformis,bisexual,Eupelmus urozonus,,AT
Andricus gallaeurnaeformis,bisexual,Aulogymnus gallarum,10,"ES 1,FR 9,SE öl"
Andricus gallaeurnaeformis,bisexual,Aprostocetus sp.,1,FR 1
Andricus gemmeus,asexual,Ceroptres clavicornis,20,"AT 19,HU 1,PL"
Andricus gemmeus,asexual,Synergus facialis,,"AT,CH,DE"
Andricus gemmeus,asexual,Eurytoma brunniventris,8,"AT 3,ES 3,HU 2"
Andricus gemmeus,asexual,Sycophila biguttata,5,"ES 1,HU 4"
Andricus gemmeus,asexual,Ormyrus nitidulus,3,AT 3
Andricus gemmeus,asexual,Ormyrus pomaceus,5,"ES 3,HU 2,RO"
Andricus gemmeus,asexual,Mesopolobus fasciiventris,,AT
Andricus gemmeus,asexual,Eupelmus urozonus,3,ES 3
Andricus glandulae,bisexual,Eurytoma brunniventris,2,AD 2
Andricus glandulae,bisexual,Torymus flavipes,2,FI 2
Andricus glandulae,bisexual,Mesopolobus tibialis,4,FI 4
Andricus glandulae,bisexual,Mesoplobus xanthocerus,4,FI 4
Andricus glandulae,bisexual,Pteromalus sp. A,2,FI 2
Andricus glandulae,bisexual,Aprostocetus aethiops,2,FI 2
Andricus glandulae,bisexual,Andricus glandulae,,NA
Andricus glandulae,bisexual,Ceroptres clavicornis,3,"ES 2,HU 1"
Andricus glandulae,bisexual,Saphonecrus connatus,,AT
Andricus glandulae,bisexual,Synergus facialis,2,"DE,FR,GB 2,NL"
Andricus glandulae,bisexual,Synergus pallipes,,GB
Andricus glandulae,bisexual,Synergus radiatus,,GB
Andricus glandulae,bisexual,Eurytoma brunniventris,,AT
Andricus glandulae,bisexual,Sycophila biguttata,1,HU 1
Andricus glandulae,bisexual,Ormyrus pomaceus,1,HU 1
Andricus glutinosus,asexual,Ceroptres clavicornis,1,"AT,HU 1"
Andricus glutinosus,asexual,Synergus facialis,101,"AT,HU 101"
Andricus glutinosus,asexual,Synergus hayneanus,54,HU 54
Andricus glutinosus,asexual,Synergus pallicornis,3,"AT,HU 3,UA"
Andricus glutinosus,asexual,Synergus pallidipennis,15,HU 15
Andricus glutinosus,asexual,Synergus pallipes,18,"AT,HU 18"
Andricus glutinosus,asexual,Synergus reinhardi,3,"AT,HU 3,IT,SE öl,UA"
Andricus glutinosus,asexual,Synergus umbraculus,27,"AT,HU 27,UA"
Andricus glutinosus,asexual,Eurytoma brunniventris,56,"AT,BG 3,HU 50,SI 1,UA 2"
Andricus glutinosus,asexual,Sycophila biguttata,108,"AT 50,HU 57,SI 1"
Andricus glutinosus,asexual,Megastigmus dorsalis,7,"AT,HU 7"
Andricus glutinosus,asexual,Megastigmus stigmatizans,,"AT,FR"
Andricus glutinosus,asexual,Megastigmus ?synophri,,AT
Andricus glutinosus,asexual,Torymus auratus,2,"AT,HU 2"
Andricus glutinosus,asexual,Torymus geranii,,AT
Andricus glutinosus,asexual,Ormyrus nitidulus,148,"AT 50,BG 3,DE,HU 93,SI 2"
Andricus glutinosus,asexual,Ormyrus pomaceus,14,"AT 3,HU 11"
Andricus glutinosus,asexual,Caenacis lauta,8,HU 8
Andricus glutinosus,asexual,Cecidostiba fungosa,,"AT,HU 9"
Andricus glutinosus,asexual,Cecidostiba semifascia,,HU
Andricus glutinosus,asexual,Eumacepolus obscurior,1,HU 1
Andricus glutinosus,asexual,Hobbya stenonota,1,HU 1
Andricus glutinosus,asexual,Eupelmus spongipartus,14,"AT,HU 14"
Andricus glutinosus,asexual,Eupelmus urozonus,10,"AT,HU 10"
Andricus glutinosus,asexual,Aulogymnus trilineatus,1,HU 1
Andricus glutinosus,asexual,Baryscapus berhidanus,,HU ö
Andricus glutinosus,asexual,(Scambus sp.),2,HU 2
Andricus glutinosus,asexual,(Ichneumonidae sp.),1,HU 1
Andricus grossulariae,bisexual,Ceroptres cerri,5,"AT 1,ES,HU 1,JO 3,PL"
Andricus grossulariae,bisexual,Saphonecrus haimi,2,HU 2
Andricus grossulariae,bisexual,Saphonecrus undulatus,358,JO 358
Andricus grossulariae,bisexual,Synergus consobrinus,347,"AT,HU 345,IT"
Andricus grossulariae,bisexual,Synergus facialis,5,"GB 2,JO 3"
Andricus grossulariae,bisexual,Synergus thaumacerus,4,HU 4
Andricus grossulariae,bisexual,Synergus variabilis,,"AT,HU,IT"
Andricus grossulariae,bisexual,Synergus ?variabilis,75,JO 75
Andricus grossulariae,bisexual,Eurytoma adleriae,4,HU 4
Andricus grossulariae,bisexual,Eurytoma brunniventris,38,"AT 2,GB 2,HU 34"
Andricus grossulariae,bisexual,Eurytoma setigera,26,"AT,HU 23,UA 3"
Andricus grossulariae,bisexual,Sycophila biguttata,323,"AT 221,ES 51,GB 3,HU 32,IT"
Andricus grossulariae,bisexual,(Pujade-Villar 2005),,JO 4
Andricus grossulariae,bisexual,Sycophila flavicollis,2,"ES 1,GB 1"
Andricus grossulariae,bisexual,Sycophila variegata,70,"AT 15,ES,FR,GB 14,HU 15,JO 26"
Andricus grossulariae,bisexual,Megastigmus dorsalis,140,"AT,ES,GB 82,HU 40,JO 18"
Andricus grossulariae,bisexual,Torymus auratus,,ES
Andricus grossulariae,bisexual,Torymus flavipes,8,GB 8
Andricus grossulariae,bisexual,Torymus geranii,2,JO 2
Andricus grossulariae,bisexual,Torymus sp.,1,HU 1
Andricus grossulariae,bisexual,Ormyrus nitidulus,9,"AT 7,GB 1,HU 1,RO"
Andricus grossulariae,bisexual,Ormyrus pomaceus,96,"AT 43,ES,GB 9,HU 38,JO 5,IT"
Andricus grossulariae,bisexual,Ormocerus latus,3,"ES 3,HU"
Andricus grossulariae,bisexual,Cyrtoptyx robustus,1,JO 1
Andricus grossulariae,bisexual,Cecidostiba fungosa,38,"AT 2,GB 8,HU 19,JO 9"
Andricus grossulariae,bisexual,Cecidostiba semifascia,1,HU 1
Andricus grossulariae,bisexual,Hobbya stenonota,1,HU 1
Andricus grossulariae,bisexual,Mesopolobus amaenus,42,"AT,GB 20,HU 19,JO 3"
Andricus grossulariae,bisexual,Mesopolobus fasciiventris,4,HU 4
Andricus grossulariae,bisexual,Mesopolobus fuscipes,6,"GB 1,HU 5"
Andricus grossulariae,bisexual,Mesopolobus lichtensteini,1,"ES 1,HU"
Andricus grossulariae,bisexual,Mesopolobus sericeus,1,GB 1
Andricus grossulariae,bisexual,Mesopolobus tibialis,6,"GB 1,HU 4,IT"
Andricus grossulariae,bisexual,Mesopolobus xanthocerus,8,"AT,ES,GB 1,HU 7"
Andricus grossulariae,bisexual,Eupelmus spongipartus,3,"AT,HU 3"
Andricus grossulariae,bisexual,Eupelmus urozonus,12,"AT,GB 3,HU 5,UA 4"
Andricus grossulariae,bisexual,Aulogymnus gallarum,30,"AT 1,ES 17,HU 12,AT,CZ,HU"
Andricus grossulariae,bisexual,Aulogymnus skianeuros,3,HU 3
Andricus grossulariae,bisexual,Aulogymnus testaceoviridis,10,JO 10
Andricus grossulariae,bisexual,Aulogymnus trilineatus,8,ES 8
Andricus grossulariae,bisexual,Aprostocetus aethiops,6,HU 6
Andricus grossulariae,bisexual,Aprostocetus cerricola,7,HU 7
Andricus grossulariae,bisexual,Aprostocetus domenichinii,1,"FR 1,HU"
Andricus grossulariae,bisexual,Pediobius rotundatus,1,JO 1
Andricus grossulariae,bisexual,(Scambus planatus),1,GB 1
Andricus grossulariae,bisexual,Andricus grossulariae,,NA
Andricus grossulariae,bisexual,Synergus crassicornis,,"HU,IT,UA"
Andricus grossulariae,bisexual,Synergus facialis,4,"GB 1,HU 3"
Andricus grossulariae,bisexual,Synergus hayneanus,25,"HU 25,UA"
Andricus grossulariae,bisexual,Synergus pallicornis,1,ES 1
Andricus grossulariae,bisexual,Synergus pallidipennis,6,"ES 1,HU 5"
Andricus grossulariae,bisexual,Synergus pallipes,5,"GB 1,HU 4"
Andricus grossulariae,bisexual,Synergus umbraculus,186,"ES 108,GB 1,HU 77,IT"
Andricus grossulariae,bisexual,Synergus sp.,2,TR 2
Andricus grossulariae,bisexual,Eurytoma adleriae,10,"HR 1,HU 4,IT 1,MA 1,TR 3"
Andricus grossulariae,bisexual,Eurytoma brunniventris,82,"ES 5,GB 16,HU 55,IT 1,TR 4,UA 1"
Andricus grossulariae,bisexual,Eurytoma setigera,4,HU 4
Andricus grossulariae,bisexual,Sycophila biguttata,850,"ES 242,FR 2,GB 2,HU 583,IT,RO,TR 21"
Andricus grossulariae,bisexual,Megastigmus dorsalis,341,"ES 48,GB 1,HU 259,IT 3,RO,TR 30"
Andricus grossulariae,bisexual,Megastigmus stigmatizans,,IT
Andricus grossulariae,bisexual,Torymus auratus,1,UA 1
Andricus grossulariae,bisexual,Ormyrus nitidulus,17,"ES 3,GB 2,GR 1,HU 3,IT 4,TR 4"
Andricus grossulariae,bisexual,Ormyrus pomaceus,290,"ES 26,HU 250,IT,TR 13,UA 1"
Andricus grossulariae,bisexual,Ormyrus nitidulus or O. pomaceus,62,HU 62
Andricus grossulariae,bisexual,Caenacis lauta,5,HU 5
Andricus grossulariae,bisexual,Cecidostiba fungosa,130,"ES 14,GB 3,HU 95,RO,TR 18"
Andricus grossulariae,bisexual,Cecidostiba semifascia,,HU 1
Andricus grossulariae,bisexual,Cyrtoptyx robustus,2,ES 2
Andricus grossulariae,bisexual,Hobbya stenonota,,ES 14
Andricus grossulariae,bisexual,Mesopolobus amaenus,1,TR 1
Andricus grossulariae,bisexual,Mesopolobus sericeus,5,"ES 3,GB 2"
Andricus grossulariae,bisexual,Mesopolobus xanthocerus,2,"GB 1,HU 1"
Andricus grossulariae,bisexual,Eupelmus spongipartus,38,"ES 36,HU 2,ES 1,GB 1,HU 11,IT"
Andricus grossulariae,bisexual,Eupelmus vesicularis,1,HU(1 Q
Andricus grossulariae,bisexual,Aulogymnus gallarum,20,"HU 4,TR 16"
Andricus grossulariae,bisexual,Aulogymnus skianeuros,1,"HU 1,IT"
Andricus grossulariae,bisexual,Aulogymnus trilineatus,12,"ES 1,HU 2,TR 9"
Andricus grossulariae,bisexual,Aulogymnus gallarum or A. trilineatus,25,TR 25
Andricus grossulariae,bisexual,Aprostocetus aethiops,1,HU 1
Andricus grossulariae,bisexual,Baryscapus anasillus,1,HU 1
Andricus grossulariae,bisexual,Baryscapus berhidanus,1,ES 1
Andricus grossulariae,bisexual,Baryscapus ?diaphantus,7,HU 7
Andricus grossulariae,bisexual,Baryscapus ?pallidae,28,HU 28
Andricus grossulariae,bisexual,(Scambus planatus),1,GB 1
Andricus grossulariae,bisexual,(Scambus sp.),1,HU 1
Andricus grossulariae,bisexual,(Bracon kopelkei),1,GB 1
Andricus hartigi,asexual,Ceroptres clavicornis,1,AT 1
Andricus hartigi,asexual,Synergus facialis,118,HU 118
Andricus hartigi,asexual,Synergus pallicornis,7,"AT,HU 7,UA"
Andricus hartigi,asexual,Synergus pallipes,24,"AT,HU 24"
Andricus hartigi,asexual,Synergus radiatus,,AT
Andricus hartigi,asexual,Synergus reinhardi,,"HU,UA"
Andricus hartigi,asexual,Synergus umbraculus,,"AT,HU"
Andricus hartigi,asexual,Eurytoma brunniventris,17,"AT,BG 1,HU 16"
Andricus hartigi,asexual,Eurytoma setigera,4,"AT,HU 1,UA 3"
Andricus hartigi,asexual,Torymus geranii,2,UA 2
Andricus hartigi,asexual,Ormyrus nitidulus,4,"AT 2,BG 1,IT 1"
Andricus hartigi,asexual,Ormyrus pomaceus,4,"AT 1,BG 1,HU 2"
Andricus hartigi,asexual,Cecidostiba fungosa,28,HU 28
Andricus hartigi,asexual,Hobbya stenonota,14,"AT,BG 1,HU 13"
Andricus hartigi,asexual,Eupelmus spongipartus,12,"HU 6,UA 6"
Andricus hartigi,asexual,Eupelmus urozonus,,HU 8
Andricus hartigi,asexual,Reikosiella rostrata,,AT
Andricus hispanicus,bisexual,Ceroptres cerri,1,ES 1
Andricus hispanicus,bisexual,Ormocerus vernalis,3,ES 3
Andricus hispanicus,bisexual,Mesopolobus ?lichtensteini,2,ES 2
Andricus hispanicus,bisexual,Mesopolobus xanthocerus,12,ES 12
Andricus hispanicus,bisexual,Eupelmus urozonus,,ES
Andricus hispanicus,bisexual,Andricus hispanicus,,NA
Andricus hispanicus,bisexual,Ceroptres clavicornis,7,ES 7
Andricus hispanicus,bisexual,Saphonecrus connatus,3,ES 3
Andricus hispanicus,bisexual,Synergus apicalis,6,ES 6
Andricus hispanicus,bisexual,Synergus crassicornis,1,ES 1
Andricus hispanicus,bisexual,Synergus facialis,82,ES 82
Andricus hispanicus,bisexual,Pujade-Villar 1992d; Ros-Farré & Pujade-Villar 1998),,NA
Andricus hispanicus,bisexual,Synergus hayneanus,1363,"AD,ES 135,IT,PT"
Andricus hispanicus,bisexual,Synergus ibericus,601,"ES 601,PT"
Andricus hispanicus,bisexual,Synergus pallidipennis,112,ES 112
Andricus hispanicus,bisexual,Synergus pallipes,4,ES 4
Andricus hispanicus,bisexual,Synergus reinhardi,,ES 298
Andricus hispanicus,bisexual,Pujade-Villar 1999b; Nieves-Aldrey & Pujade-Villar 1985; Pujade-Villar 1992d; Ros-Farré & Pujade-Villar 1998; Nieves-Aldrey 2001b),,NA
Andricus hispanicus,bisexual,Synergus tibialis,5,ES.(5
Andricus hispanicus,bisexual,Synergus umbraculus,3594,"AD,ES 359,PT"
Andricus hispanicus,bisexual,Eurytoma brunniventris,436,ES 436
Andricus hispanicus,bisexual,Eurytoma setigera,1,ES 1
Andricus hispanicus,bisexual,Sycophila biguttata,26,ES 26
Andricus hispanicus,bisexual,Sycophila flavicollis,1,ES 1
Andricus hispanicus,bisexual,Sycophila iracemae,7,ES 7
Andricus hispanicus,bisexual,Sycophila variegate,12,ES 12
Andricus hispanicus,bisexual,Megastigmus dorsalis,286,ES 286
Andricus hispanicus,bisexual,Megastigmus stigmatizans,327,"ES 324,MA 2,IT"
Andricus hispanicus,bisexual,Adontomerus crassipes,4,ES( 4
Andricus hispanicus,bisexual,Torymus auratus,238,ES 238
Andricus hispanicus,bisexual,Torymus sp. indet.,5,ES 5
Andricus hispanicus,bisexual,Ormyrus nitidulus,68,"ES 65,IT"
Andricus hispanicus,bisexual,Ormyrus pomaceus,5,ES 5
Andricus hispanicus,bisexual,Caenacis lauta,47,ES 47
Andricus hispanicus,bisexual,Cecidostiba fungosa,27,ES 27
Andricus hispanicus,bisexual,Cecidostiba semifascia,7,ES 7
Andricus hispanicus,bisexual,Cyrtoptyx robustus,67,ES 67
Andricus hispanicus,bisexual,Eumacepolus obscurior,2,ES 2
Andricus hispanicus,bisexual,Hobbya stenonota,,ES 9
Andricus hispanicus,bisexual,Mesopolobus sericeus,14,ES 14
Andricus hispanicus,bisexual,Eupelmus spongipartus,277,ES 277
Andricus hispanicus,bisexual,Eupelmus urozonus,64,"ES 63,PT 1"
Andricus hispanicus,bisexual,Eupelmus vesicularis,6,ES 6
Andricus hispanicus,bisexual,Aulogymnus obscuripes,4,ES 4
Andricus hispanicus,bisexual,Tetrastichinae sp. indet.,4,ES 4
Andricus hungaricus,asexual,Ceroptres clavicornis,2,"AT,HU 2"
Andricus hungaricus,asexual,Saphonecrus connatus,,NA
Andricus hungaricus,asexual,Synergus facialis,331,HU 331
Andricus hungaricus,asexual,Synergus hayneanus,3,HU 3
Andricus hungaricus,asexual,Synergus incrassatus,1,"HU 1,UA"
Andricus hungaricus,asexual,Synergus pallicornis,2,"AT,HU 2"
Andricus hungaricus,asexual,Synergus pallidipennis,4,HU 4
Andricus hungaricus,asexual,Synergus pallipes,167,"AT,HU 167"
Andricus hungaricus,asexual,Synergus tibialis,5,HU 5
