Per_country,Country,Gall_sp,Status,Parasitoid,Number
HU,Hungary,Andricus coriarius,asexual,Synergus hayneanus,32
UA,Ukraine,Andricus coriarius,asexual,Synergus hayneanus,
HU,Hungary,Andricus coriarius,asexual,Synergus incrassatus,
UA,Ukraine,Andricus coriarius,asexual,Synergus incrassatus,
AT,Austria,Andricus coriarius,asexual,Synergus pallicornis,
ES,Spain,Andricus coriarius,asexual,Synergus pallicornis,44
FR,France,Andricus coriarius,asexual,Synergus pallicornis,
HU,Hungary,Andricus coriarius,asexual,Synergus pallicornis,14
UA,Ukraine,Andricus coriarius,asexual,Synergus pallicornis,
AT,Austria,Andricus coriarius,asexual,Synergus pallidipennis,
ES,Spain,Andricus coriarius,asexual,Synergus pallidipennis,91
HU,Hungary,Andricus coriarius,asexual,Synergus pallidipennis,34
UA,Ukraine,Andricus coriarius,asexual,Synergus pallidipennis,
AT,Austria,Andricus coriarius,asexual,Synergus pallipes,
HU,Hungary,Andricus coriarius,asexual,Synergus pallipes,238
UA,Ukraine,Andricus coriarius,asexual,Synergus pallipes,
FR,France,Andricus coriarius,asexual,Synergus radiatus,
UA,Ukraine,Andricus coriarius,asexual,Synergus radiatus,
HU,Hungary,Andricus coriarius,asexual,Synergus tibialis,1
AT,Austria,Andricus coriarius,asexual,Synergus umbraculus,
ES,Spain,Andricus coriarius,asexual,Synergus umbraculus,100
HR,Croatia,Andricus coriarius,asexual,Pujade-Villar 1985; Pujade-Villar 1992d),
HU,Hungary,Andricus coriarius,asexual,Pujade-Villar 1985; Pujade-Villar 1992d),476
TR,Turkey,Andricus coriarius,asexual,Pujade-Villar 1985; Pujade-Villar 1992d),8
UA,Ukraine,Andricus coriarius,asexual,Pujade-Villar 1985; Pujade-Villar 1992d),
ES,Spain,Andricus coriarius,asexual,Eurytoma adleriae,3
GR,Greece,Andricus coriarius,asexual,Eurytoma adleriae,2
HR,Croatia,Andricus coriarius,asexual,Eurytoma adleriae,1
HU,Hungary,Andricus coriarius,asexual,Eurytoma adleriae,1
IT,Italy,Andricus coriarius,asexual,Eurytoma adleriae,2
SK,Slovakia,Andricus coriarius,asexual,Eurytoma adleriae,1
TR,Turkey,Andricus coriarius,asexual,Eurytoma adleriae,2
AT,Austria,Andricus coriarius,asexual,Eurytoma brunniventris,
DE,Germany,Andricus coriarius,asexual,Eurytoma brunniventris,3
ES,Spain,Andricus coriarius,asexual,Eurytoma brunniventris,89
GR,Greece,Andricus coriarius,asexual,Eurytoma brunniventris,3
HU,Hungary,Andricus coriarius,asexual,Eurytoma brunniventris,387
IT,Italy,Andricus coriarius,asexual,Eurytoma brunniventris,
LB,Lebanon,Andricus coriarius,asexual,Eurytoma brunniventris,3
RO,Romania,Andricus coriarius,asexual,Eurytoma brunniventris,2
TR,Turkey,Andricus coriarius,asexual,Eurytoma brunniventris,35
HU,Hungary,Andricus coriarius,asexual,Eurytoma setigera,37
TR,Turkey,Andricus coriarius,asexual,Eurytoma setigera,2
BG,Bulgaria,Andricus coriarius,asexual,Eurytoma querceticola,7
AT,Austria,Andricus coriarius,asexual,Sycophila biguttata,32
DE,Germany,Andricus coriarius,asexual,Sycophila biguttata,4
ES,Spain,Andricus coriarius,asexual,Sycophila biguttata,61
GR,Greece,Andricus coriarius,asexual,Sycophila biguttata,17
HU,Hungary,Andricus coriarius,asexual,Sycophila biguttata,612
IT,Italy,Andricus coriarius,asexual,Sycophila biguttata,1
RO,Romania,Andricus coriarius,asexual,Sycophila biguttata,
TR,Turkey,Andricus coriarius,asexual,Sycophila biguttata,65
ES,Spain,Andricus coriarius,asexual,Sycophila flavicollis,1
HU,Hungary,Andricus coriarius,asexual,Sycophila flavicollis,
ES,Spain,Andricus coriarius,asexual,Sycophila iracemae,10
GR,Greece,Andricus coriarius,asexual,Sycophila iracemae,18
HU,Hungary,Andricus coriarius,asexual,Sycophila iracemae,
TR,Turkey,Andricus coriarius,asexual,Sycophila iracemae,19
TR,Turkey,Andricus coriarius,asexual,Sycophila iracemae or S. biguttata,4
AT,Austria,Andricus coriarius,asexual,Sycophila variegata,1
ES,Spain,Andricus coriarius,asexual,Sycophila variegata,4
GR,Greece,Andricus coriarius,asexual,Sycophila variegata,48
HR,Croatia,Andricus coriarius,asexual,Sycophila variegata,
HU,Hungary,Andricus coriarius,asexual,Sycophila variegata,32
TR,Turkey,Andricus coriarius,asexual,Sycophila variegata,8
AT,Austria,Andricus coriarius,asexual,Megastigmus dorsalis,
ES,Spain,Andricus coriarius,asexual,Megastigmus dorsalis,861
GR,Greece,Andricus coriarius,asexual,Megastigmus dorsalis,9
HU,Hungary,Andricus coriarius,asexual,Megastigmus dorsalis,489
IT,Italy,Andricus coriarius,asexual,Megastigmus dorsalis,
TR,Turkey,Andricus coriarius,asexual,Megastigmus dorsalis,5
ES,Spain,Andricus coriarius,asexual,Megastigmus stigmatizans,2
FR,France,Andricus coriarius,asexual,Megastigmus stigmatizans,
HU,Hungary,Andricus coriarius,asexual,Megastigmus stigmatizans,1
IT,Italy,Andricus coriarius,asexual,Megastigmus stigmatizans,
UA,Ukraine,Andricus coriarius,asexual,Megastigmus stigmatizans,2
HU,Hungary,Andricus coriarius,asexual,Torymus ?cyaneus,
TR,Turkey,Andricus coriarius,asexual,Torymus sp.,5
AT,Austria,Andricus coriarius,asexual,Ormyrus nitidulus,29
ES,Spain,Andricus coriarius,asexual,Ormyrus nitidulus,2
FR,France,Andricus coriarius,asexual,Ormyrus nitidulus,
HU,Hungary,Andricus coriarius,asexual,Ormyrus nitidulus,61
IT,Italy,Andricus coriarius,asexual,Ormyrus nitidulus,1
TR,Turkey,Andricus coriarius,asexual,Ormyrus nitidulus,38
UA,Ukraine,Andricus coriarius,asexual,Ormyrus nitidulus,1
AT,Austria,Andricus coriarius,asexual,Ormyrus pomaceus,3
DE,Germany,Andricus coriarius,asexual,Ormyrus pomaceus,7
ES,Spain,Andricus coriarius,asexual,Ormyrus pomaceus,28
GR,Greece,Andricus coriarius,asexual,Ormyrus pomaceus,4
HU,Hungary,Andricus coriarius,asexual,Ormyrus pomaceus,74
TR,Turkey,Andricus coriarius,asexual,Ormyrus pomaceus,2
BG,Bulgaria,Andricus coriarius,asexual,Ormyrus nitidulus or O. pomaceus,1
ES,Spain,Andricus coriarius,asexual,Ormyrus nitidulus or O. pomaceus,1
HU,Hungary,Andricus coriarius,asexual,Ormyrus nitidulus or O. pomaceus,126
ES,Spain,Andricus coriarius,asexual,Caenacis lauta,10
HU,Hungary,Andricus coriarius,asexual,Caenacis lauta,15
AT,Austria,Andricus coriarius,asexual,Cecidostiba fungosa,
ES,Spain,Andricus coriarius,asexual,Cecidostiba fungosa,26
GR,Greece,Andricus coriarius,asexual,Cecidostiba fungosa,1
HR,Croatia,Andricus coriarius,asexual,Cecidostiba fungosa,3
HU,Hungary,Andricus coriarius,asexual,Cecidostiba fungosa,353
TR,Turkey,Andricus coriarius,asexual,Cecidostiba fungosa,6
FR,France,Andricus coriarius,asexual,Cecidostiba saportai,6
HU,Hungary,Andricus coriarius,asexual,Cecidostiba saportai,
ES,Spain,Andricus coriarius,asexual,Cyrtoptyx robustus,1
GR,Greece,Andricus coriarius,asexual,Cyrtoptyx robustus,16
HR,Croatia,Andricus coriarius,asexual,Cyrtoptyx robustus,
HU,Hungary,Andricus coriarius,asexual,Cyrtoptyx robustus,
IT,Italy,Andricus coriarius,asexual,Cyrtoptyx robustus,3
IT,Italy,Andricus coriarius,asexual,Cyrtoptyx robustus,
TR,Turkey,Andricus coriarius,asexual,Cyrtoptyx robustus,29
ES,Spain,Andricus coriarius,asexual,(Eumacepolus obscurior),1
AT,Austria,Andricus coriarius,asexual,Hobbya stenonota,
ES,Spain,Andricus coriarius,asexual,Hobbya stenonota,69
HU,Hungary,Andricus coriarius,asexual,Hobbya stenonota,2
ES,Spain,Andricus coriarius,asexual,Mesopolobus amaenus,4
HU,Hungary,Andricus coriarius,asexual,Mesopolobus amaenus,
TR,Turkey,Andricus coriarius,asexual,Mesopolobus amaenus,1
HU,Hungary,Andricus coriarius,asexual,Mesopolobus fasciiventris,3
AT,Austria,Andricus coriarius,asexual,Eupelmus spongipartus,
ES,Spain,Andricus coriarius,asexual,Eupelmus spongipartus,32
FR,France,Andricus coriarius,asexual,Pujade-Villar 1989a),2
HU,Hungary,Andricus coriarius,asexual,Pujade-Villar 1989a),13
TR,Turkey,Andricus coriarius,asexual,Pujade-Villar 1989a),3
AT,Austria,Andricus coriarius,asexual,Eupelmus urozonus,
DE,Germany,Andricus coriarius,asexual,Eupelmus urozonus,1
ES,Spain,Andricus coriarius,asexual,Eupelmus urozonus,25
HU,Hungary,Andricus coriarius,asexual,Eupelmus urozonus,16
TR,Turkey,Andricus coriarius,asexual,Eupelmus urozonus,2
ES,Spain,Andricus coriarius,asexual,Eupelmus vesicularis,2
HU,Hungary,Andricus coriarius,asexual,Eupelmus vesicularis,
AT,Austria,Andricus coriarius,asexual,Reikosiella rostrata,
HU,Hungary,Andricus coriarius,asexual,Reikosiella rostrata,
HU,Hungary,Andricus coriarius,asexual,Aulogymnus gallarum,116
HU,Hungary,Andricus coriarius,asexual,Aulogymnus skianeuros,6
IT,Italy,Andricus coriarius,asexual,Aulogymnus skianeuros,
ES,Spain,Andricus coriarius,asexual,Aulogymnus trilineatus,62
GR,Greece,Andricus coriarius,asexual,Aulogymnus trilineatus,53
HR,Croatia,Andricus coriarius,asexual,Aulogymnus trilineatus,8
HU,Hungary,Andricus coriarius,asexual,Aulogymnus trilineatus,123
TR,Turkey,Andricus coriarius,asexual,Aulogymnus trilineatus,19
TR,Turkey,Andricus coriarius,asexual,Aulogymnus trilineatus or A. gallarum,18
HU,Hungary,Andricus coriarius,asexual,Pediobius lysis,
HU,Hungary,Andricus coriarius,asexual,(Scambus elegans),2
GR,Greece,Andricus coriarius,asexual,(Ichneumonidae sp.),1
AT,Austria,Andricus coronatus,asexual,Ceroptres clavicornis,
HU,Hungary,Andricus coronatus,asexual,Synergus facialis,14
IT,Italy,Andricus coronatus,asexual,Synergus facialis,
HU,Hungary,Andricus coronatus,asexual,Synergus hayneanus,5
IT,Italy,Andricus coronatus,asexual,Synergus hayneanus,
RO,Romania,Andricus coronatus,asexual,Synergus hayneanus,
HU,Hungary,Andricus coronatus,asexual,Synergus incrassatus,
GR,Greece,Andricus coronatus,asexual,Synergus pallidipennis,8
HU,Hungary,Andricus coronatus,asexual,Synergus pallidipennis,2
HU,Hungary,Andricus coronatus,asexual,Synergus pallipes,15
IT,Italy,Andricus coronatus,asexual,Synergus radiatus,
HU,Hungary,Andricus coronatus,asexual,Synergus umbraculus,46
IT(1,,Andricus coronatus,asexual,Synergus umbraculus,1
GR,Greece,Andricus coronatus,asexual,Eurytoma adleriae,1
BG,Bulgaria,Andricus coronatus,asexual,Eurytoma brunniventris,1
GR,Greece,Andricus coronatus,asexual,Eurytoma brunniventris,2
HU(56,,Andricus coronatus,asexual,Eurytoma brunniventris,56
GR,Greece,Andricus coronatus,asexual,Sycophila biguttata,1
HR,Croatia,Andricus coronatus,asexual,Sycophila biguttata,1
HU,Hungary,Andricus coronatus,asexual,Sycophila biguttata,19
RO,Romania,Andricus coronatus,asexual,Sycophila biguttata,
AT,Austria,Andricus coronatus,asexual,Megastigmus dorsalis,
GR,Greece,Andricus coronatus,asexual,Megastigmus dorsalis,1
HR,Croatia,Andricus coronatus,asexual,Megastigmus dorsalis,1
HU,Hungary,Andricus coronatus,asexual,Megastigmus dorsalis,11
TR,Turkey,Andricus coronatus,asexual,Megastigmus dorsalis,2
HU,Hungary,Andricus coronatus,asexual,Megastigmus stigmatizans,1
GR,Greece,Andricus coronatus,asexual,Torymus auratus,1
HU,Hungary,Andricus coronatus,asexual,Torymus auratus,39
HU,Hungary,Andricus coronatus,asexual,Torymus cyaneus,1
BG,Bulgaria,Andricus coronatus,asexual,Ormyrus nitidulus,5
GR,Greece,Andricus coronatus,asexual,Ormyrus nitidulus,1
HU,Hungary,Andricus coronatus,asexual,Ormyrus nitidulus,14
RO,Romania,Andricus coronatus,asexual,Ormyrus nitidulus,
TR,Turkey,Andricus coronatus,asexual,Ormyrus nitidulus,1
AT,Austria,Andricus coronatus,asexual,Ormyrus pomaceus,1
HR,Croatia,Andricus coronatus,asexual,Ormyrus pomaceus,1
HU,Hungary,Andricus coronatus,asexual,Ormyrus pomaceus,12
RO,Romania,Andricus coronatus,asexual,Ormyrus pomaceus,
GR,Greece,Andricus coronatus,asexual,Cecidostiba fungosa,3
HU,Hungary,Andricus coronatus,asexual,Cecidostiba fungosa,11
IT,Italy,Andricus coronatus,asexual,Cecidostiba fungosa,1
GR,Greece,Andricus coronatus,asexual,Mesopolobus sericeus,1
HR,Croatia,Andricus coronatus,asexual,Mesopolobus sericeus,1
HU,Hungary,Andricus coronatus,asexual,Mesopolobus sericeus,5
HU,Hungary,Andricus coronatus,asexual,Eupelmus spongipartus,2
GR,Greece,Andricus coronatus,asexual,Eupelmus urozonus,5
IT,Italy,Andricus coronatus,asexual,Aulogymnus ?skianeuros,
HU,Hungary,Andricus coronatus,asexual,Aulogymnus trilineatus,1
TR,Turkey,Andricus coronatus,asexual,Aulogymnus trilineatus,1
GR,Greece,Andricus coronatus,asexual,(Scambus elegans),1
GB,United Kingdom,Andricus corruptrix,bisexual,Mesopolobus dubius,4
GB,United Kingdom,Andricus corruptrix,bisexual,Mesopolobus fuscipes,18
GB,United Kingdom,Andricus corruptrix,bisexual,Mesopolobus xanthocerus,1
NA,,Andricus corruptrix,bisexual,Andricus corruptrix,
DE,Germany,Andricus corruptrix,bisexual,Ceroptres clavicornis,
HU,Hungary,Andricus corruptrix,bisexual,Ceroptres clavicornis,3
DE,Germany,Andricus corruptrix,bisexual,Synergus apicalis,1
DE,Germany,Andricus corruptrix,bisexual,Synergus facialis,
GB,United Kingdom,Andricus corruptrix,bisexual,Synergus facialis,2
HU,Hungary,Andricus corruptrix,bisexual,Synergus facialis,3
NL,Netherlands,Andricus corruptrix,bisexual,Synergus facialis,
DE,Germany,Andricus corruptrix,bisexual,Synergus pallicornis,
NL,Netherlands,Andricus corruptrix,bisexual,Synergus pallicornis,
HU,Hungary,Andricus corruptrix,bisexual,Synergus pallipes,5
NL,Netherlands,Andricus corruptrix,bisexual,Synergus pallipes,
NL,Netherlands,Andricus corruptrix,bisexual,Synergus radiatus,
GB,United Kingdom,Andricus corruptrix,bisexual,Synergus reinhardi,6
HU,Hungary,Andricus corruptrix,bisexual,Synergus tibialis,
NL,Netherlands,Andricus corruptrix,bisexual,Synergus tibialis,
BG,Bulgaria,Andricus corruptrix,bisexual,Eurytoma brunniventris,1
GB,United Kingdom,Andricus corruptrix,bisexual,Eurytoma brunniventris,8
GR,Greece,Andricus corruptrix,bisexual,Eurytoma brunniventris,1
HU,Hungary,Andricus corruptrix,bisexual,Eurytoma brunniventris,5
RO,Romania,Andricus corruptrix,bisexual,Eurytoma brunniventris,
UA,Ukraine,Andricus corruptrix,bisexual,Eurytoma brunniventris,1
HU,Hungary,Andricus corruptrix,bisexual,Eurytoma setigera,1
GB,United Kingdom,Andricus corruptrix,bisexual,Sycophila biguttata,3
HU,Hungary,Andricus corruptrix,bisexual,Sycophila biguttata,3
GB,United Kingdom,Andricus corruptrix,bisexual,Sycophila variegata,1
GB,United Kingdom,Andricus corruptrix,bisexual,Megastigmus dorsalis,7
NL,Netherlands,Andricus corruptrix,bisexual,Megastigmus dorsalis,
GB,United Kingdom,Andricus corruptrix,bisexual,Torymus flavipes,2
HU,Hungary,Andricus corruptrix,bisexual,Ormyrus nitidulus,3
AT,Austria,Andricus corruptrix,bisexual,Ormyrus pomaceus,1
DE,Germany,Andricus corruptrix,bisexual,Ormyrus pomaceus,
GB,United Kingdom,Andricus corruptrix,bisexual,Ormyrus pomaceus,2
HU,Hungary,Andricus corruptrix,bisexual,Ormyrus pomaceus,9
NL,Netherlands,Andricus corruptrix,bisexual,Ormyrus pomaceus,
GR,Greece,Andricus corruptrix,bisexual,Ormyrus nitidulus or O. pomaceus,2
HU,Hungary,Andricus corruptrix,bisexual,Ormocerus latus,1
HU,Hungary,Andricus corruptrix,bisexual,Caenacis lauta,1
GB,United Kingdom,Andricus corruptrix,bisexual,Cecidostiba fungosa,1
FR,France,Andricus corruptrix,bisexual,Mesopolobus amaenus,5
GB,United Kingdom,Andricus corruptrix,bisexual,Mesopolobus amaenus,54
NL,Netherlands,Andricus corruptrix,bisexual,Mesopolobus amaenus,
GB,United Kingdom,Andricus corruptrix,bisexual,Mesopolobus fasciiventris,2
GB,United Kingdom,Andricus corruptrix,bisexual,Mesopolobus sericeus,7
NL,Netherlands,Andricus corruptrix,bisexual,Mesopolobus tibialis,
HU,Hungary,Andricus corruptrix,bisexual,Eupelmus spongipartus,1
GB,United Kingdom,Andricus corruptrix,bisexual,Eupelmus urozonus,2
NL,Netherlands,Andricus corruptrix,bisexual,Eupelmus urozonus,
AT,Austria,Andricus crispator,bisexual,Ceroptres cerri,
HU,Hungary,Andricus crispator,bisexual,Eurytoma brunniventris,5
AT,Austria,Andricus crispator,bisexual,Sycophila biguttata,3
HU,Hungary,Andricus crispator,bisexual,Torymus sp.,1
ES,Spain,Andricus crispator,bisexual,Ormyrus sp.,1
HU,Hungary,Andricus crispator,bisexual,Ormocerus latus,1
HU,Hungary,Andricus crispator,bisexual,Cecidostiba fungosa,5
AT,Austria,Andricus crispator,bisexual,Mesopolobus amaenus,1
HU,Hungary,Andricus crispator,bisexual,Mesopolobus amaenus,1
HU,Hungary,Andricus crispator,bisexual,Mesopolobus fuscipes,3
AT,Austria,Andricus crispator,bisexual,Mesopolobus tibialis,
HU,Hungary,Andricus crispator,bisexual,Mesopolobus tibialis,63
HU,Hungary,Andricus crispator,bisexual,Mesopolobus xanthocerus,6
HU,Hungary,Andricus crispator,bisexual,Eupelmus vesicularis,3
AT,Austria,Andricus crispator,bisexual,Aulogymnus arsames,
HU,Hungary,Andricus crispator,bisexual,Aulogymnus arsames,277
HU,Hungary,Andricus crispator,bisexual,Aulogymnus gallarum,18
HU,Hungary,Andricus crispator,bisexual,Aulogymnus ?obscuripes,1
HU,Hungary,Andricus crispator,bisexual,Aulogymnus skianeuros,21
HU,Hungary,Andricus crispator,bisexual,Aulogymnus testaceoviridis,26
HU,Hungary,Andricus crispator,bisexual,(Cirrospilus sp.),1
HU,Hungary,Andricus crispator,bisexual,Aprostocetus aethiops,1
HU,Hungary,Andricus crispator,bisexual,Aprostocetus cerricola,2
TR,Turkey,Andricus curtisii,asexual,Eurytoma brunniventris,1
GR,Greece,Andricus curtisii,asexual,Ormyrus nitidulus,1
TR,Turkey,Andricus curtisii,asexual,Ormyrus ?pomaceus,1
TR,Turkey,Andricus curtisii,asexual,Cecidostiba fungosa,1
TR,Turkey,Andricus curtisii,asexual,Eupelmus urozonus,5
AT,Austria,Andricus curvator,bisexual,Ceroptres clavicornis,1
ES,Spain,Andricus curvator,bisexual,Saphonecrus connatus,7
PL,Poland,Andricus curvator,bisexual,Synergus apicalis,
GB,United Kingdom,Andricus curvator,bisexual,Synergus crassicornis,1
NL,Netherlands,Andricus curvator,bisexual,Synergus crassicornis,
PT,Portugal,Andricus curvator,bisexual,Synergus crassicornis,
AT,Austria,Andricus curvator,bisexual,Synergus facialis,
ES,Spain,Andricus curvator,bisexual,Synergus facialis,20
GB,United Kingdom,Andricus curvator,bisexual,Synergus facialis,20
HU,Hungary,Andricus curvator,bisexual,Synergus facialis,7
NL,Netherlands,Andricus curvator,bisexual,"petraea, Q. robur",
PL,Poland,Andricus curvator,bisexual,"petraea, Q. robur",
UA,Ukraine,Andricus curvator,bisexual,"petraea, Q. robur",
AZ,Azerbaijan,Andricus curvator,bisexual,Synergus incrasatus,
NL,Netherlands,Andricus curvator,bisexual,Synergus pallicornis,
AT,Austria,Andricus curvator,bisexual,Synergus pallipes,
DE,Germany,Andricus curvator,bisexual,Synergus pallipes,
ES,Spain,Andricus curvator,bisexual,Synergus pallipes,39
FR,France,Andricus curvator,bisexual,Synergus pallipes,1
GB,United Kingdom,Andricus curvator,bisexual,Synergus pallipes,21
HU,Hungary,Andricus curvator,bisexual,Synergus pallipes,3
NL,Netherlands,Andricus curvator,bisexual,Synergus pallipes,
PL,Poland,Andricus curvator,bisexual,Synergus pallipes,
UA,Ukraine,Andricus curvator,bisexual,Synergus pallipes,
AT,Austria,Andricus curvator,bisexual,Synergus radiatus,
ES,Spain,Andricus curvator,bisexual,Synergus radiatus,
FR,France,Andricus curvator,bisexual,Synergus radiatus,
GB,United Kingdom,Andricus curvator,bisexual,Synergus radiatus,
IT,Italy,Andricus curvator,bisexual,Synergus radiatus,
NL,Netherlands,Andricus curvator,bisexual,Synergus radiatus,
PL,Poland,Andricus curvator,bisexual,Synergus radiatus,
UA,Ukraine,Andricus curvator,bisexual,Synergus radiatus,
PL,Poland,Andricus curvator,bisexual,Synergus ruficornis,
PL,Poland,Andricus curvator,bisexual,Synergus thaumacerus,
PT,Portugal,Andricus curvator,bisexual,Synergus thaumacerus,
AT,Austria,Andricus curvator,bisexual,Synergus tibialis,
ES,Spain,Andricus curvator,bisexual,Synergus tibialis,14
GB,United Kingdom,Andricus curvator,bisexual,Synergus tibialis,1
HU,Hungary,Andricus curvator,bisexual,Synergus tibialis,
UA,Ukraine,Andricus curvator,bisexual,Synergus tibialis,
AT,Austria,Andricus curvator,bisexual,Synergus umbraculus,
ES,Spain,Andricus curvator,bisexual,Synergus umbraculus,
AT,Austria,Andricus curvator,bisexual,Eurytoma brunniventris,
BG,Bulgaria,Andricus curvator,bisexual,Eurytoma brunniventris,3
DE,Germany,Andricus curvator,bisexual,Eurytoma brunniventris,
