"species","family","plant","plantPart","noHosts","hostType","impact"
"Agdistis bennetii","Pterophoridae","Limonium vulgare","leaves","monophagous","-","-"
"Agdistis staticis","Pterophoridae","Limonium binervosum agg.","flowers","monophagous","-","-"
"Agdistis staticis","Pterophoridae","Limonium binervosum agg.","leaves","monophagous","-","-"
"Agdistis staticis","Pterophoridae","Limonium binervosum","flowers","monophagous","-","-"
"Agdistis staticis","Pterophoridae","Limonium binervosum","leaves","monophagous","-","-"
"Agdistis staticis","Pterophoridae","Limonium paradoxum","flowers","monophagous","-","-"
"Agdistis staticis","Pterophoridae","Limonium paradoxum","leaves","monophagous","-","-"
"Agdistis staticis","Pterophoridae","Limonium recurvum","flowers","monophagous","-","-"
"Agdistis staticis","Pterophoridae","Limonium recurvum","leaves","monophagous","-","-"
"Agdistis staticis","Pterophoridae","Limonium transwallianum","flowers","monophagous","-","-"
"Agdistis staticis","Pterophoridae","Limonium transwallianum","leaves","monophagous","-","-"
"Aglais urticae","Nymphalidae","Hedera helix","-","","-",""
"Aglais urticae","Nymphalidae","Urtica dioica","leaves","oligophagous","principal","-"
"Agonopterix alstromeriana","Oecophoridae","Conium maculatum","flowers","monophagous","-","I"
"Agonopterix alstromeriana","Oecophoridae","Conium maculatum","leaves","monophagous","-","I"
"Agonopterix angelicella","Oecophoridae","Angelica sylvestris","leaves","oligophagous","principal","I"
"Agonopterix angelicella","Oecophoridae","Heracleum sphondylium","leaves","oligophagous","subsidiary","I"
"Agonopterix angelicella","Oecophoridae","Peucedanum palustre","leaves","oligophagous","subsidiary","I"
"Agonopterix arenella","Oecophoridae","Arctium lappa","leaves","oligophagous","-","-"
"Agonopterix arenella","Oecophoridae","Arctium minus","leaves","oligophagous","-","-"
"Agonopterix arenella","Oecophoridae","Centaurea nigra","leaves","oligophagous","-","-"
"Agonopterix arenella","Oecophoridae","Centaurea scabiosa","leaves","oligophagous","-","-"
"Agonopterix arenella","Oecophoridae","Cirsium arvense","leaves","oligophagous","-","-"
"Agonopterix arenella","Oecophoridae","Cirsium eriophorum","leaves","oligophagous","-","-"
"Agonopterix arenella","Oecophoridae","Cirsium palustre","leaves","oligophagous","-","-"
"Agonopterix arenella","Oecophoridae","Cirsium vulgare","leaves","oligophagous","-","-"
"Agonopterix arenella","Oecophoridae","Serratula tinctoria","leaves","oligophagous","-","-"
"Agonopterix arenella","Oecophoridae","Arctium nemorosum","leaves","oligophagous","-","-"
"Agonopterix arenella","Oecophoridae","Arctium pubens","leaves","oligophagous","-","-"
"Agonopterix arenella","Oecophoridae","Centaurea debeauxii","leaves","oligophagous","-","-"
"Agonopterix arenella","Oecophoridae","Centaurea nemoralis","leaves","oligophagous","-","-"
"Agonopterix assimilella","Oecophoridae","Cytisus scoparius","leaves","monophagous","-","I"
"Agonopterix assimilella","Oecophoridae","Sarothamnus scoparius","leaves","monophagous","-","I"
"Agonopterix astrantiae","Oecophoridae","Sanicula europaea","leaves","monophagous","-","-"
"Agonopterix atomella","Oecophoridae","Genista tinctoria","leaves","monophagous","-","I"
"Agonopterix bipunctosa","Oecophoridae","Serratula tinctoria","leaves,shoots","monophagous","-","-"
"Agonopterix capreolella","Oecophoridae","Pimpinella saxifraga","leaves","monophagous","-","-"
"Agonopterix carduella","Oecophoridae","Arctium lappa","leaves","oligophagous","subsidiary","-"
"Agonopterix carduella","Oecophoridae","Arctium minus","leaves","oligophagous","subsidiary","-"
"Agonopterix carduella","Oecophoridae","Centaurea nigra","leaves","oligophagous","-","-"
"Agonopterix carduella","Oecophoridae","Cirsium arvense","leaves","oligophagous","-","-"
"Agonopterix carduella","Oecophoridae","Cirsium vulgare","leaves","oligophagous","-","-"
"Agonopterix carduella","Oecophoridae","Arctium nemorosum","leaves","oligophagous","subsidiary","-"
"Agonopterix carduella","Oecophoridae","Arctium pubens","leaves","oligophagous","subsidiary","-"
"Agonopterix carduella","Oecophoridae","Centaurea debeauxii","leaves","oligophagous","-","-"
"Agonopterix carduella","Oecophoridae","Centaurea nemoralis","leaves","oligophagous","-","-"
"Agonopterix ciliella","Oecophoridae","Angelica sylvestris","flowers,leaves","oligophagous","-","I"
"Agonopterix ciliella","Oecophoridae","Anthriscus sylvestris","flowers,leaves","oligophagous","-","I"
"Agonopterix ciliella","Oecophoridae","Chaerophyllum temulum","flowers,leaves","oligophagous","-","-"
"Agonopterix ciliella","Oecophoridae","Cicuta virosa","leaves","oligophagous","-","-"
"Agonopterix ciliella","Oecophoridae","Daucus carota","leaves","oligophagous","-","-"
"Agonopterix ciliella","Oecophoridae","Heracleum sphondylium","leaves","oligophagous","-","-"
"Agonopterix ciliella","Oecophoridae","Ligusticum scoticum","leaves","oligophagous","-","-"
"Agonopterix ciliella","Oecophoridae","Meum athamanticum","leaves","oligophagous","-","-"
"Agonopterix ciliella","Oecophoridae","Pastinaca sativa","leaves","oligophagous","-","I"
"Agonopterix ciliella","Oecophoridae","Peucedanum palustre","flowers,leaves","oligophagous","-","I"
"Agonopterix ciliella","Oecophoridae","Selinum carvifolia","leaves","oligophagous","-","-"
"Agonopterix ciliella","Oecophoridae","Seseli libanotis","leaves","oligophagous","-","-"
"Agonopterix ciliella","Oecophoridae","Silaum silaus","leaves","oligophagous","-","-"
"Agonopterix ciliella","Oecophoridae","Torilis japonica","leaves","oligophagous","-","-"
"Agonopterix ciliella","Oecophoridae","Chaerophyllum temulentum","flowers,leaves","oligophagous","-","-"
"Agonopterix ciliella","Oecophoridae","Caucalis anthriscus","leaves","oligophagous","-","-"
"Agonopterix ciliella","Oecophoridae","Daucus gummifer","leaves","oligophagous","-","-"
"Agonopterix ciliella","Oecophoridae","Silaus flavescens","leaves","oligophagous","-","-"
"Agonopterix cnicella","Oecophoridae","Eryngium maritimum","leaves","monophagous","-","I"
"Agonopterix cnicella","Oecophoridae","Eryngium maritimum","shoots","monophagous","-","I"
"Agonopterix conterminella","Oecophoridae","Anthriscus sylvestris","-","-","-","-"
"Agonopterix conterminella","Oecophoridae","Salicornia fragilis","leaves","monophagous","-","-"
"Agonopterix conterminella","Oecophoridae","Salix alba","leaves","monophagous","-","-"
"Agonopterix conterminella","Oecophoridae","Salix aurita","leaves","monophagous","-","-"
"Agonopterix conterminella","Oecophoridae","Salix caprea","leaves,shoots","monophagous","-","-"
"Agonopterix conterminella","Oecophoridae","Salix cinerea","leaves,shoots","monophagous","-","-"
"Agonopterix conterminella","Oecophoridae","Salix viminalis","leaves","monophagous","-","-"
"Agonopterix conterminella","Oecophoridae","Salicornia lutescens","leaves","monophagous","-","-"
"Agonopterix curvipunctosa","Oecophoridae","Anthriscus sylvestris","leaves","oligophagous","-","-"
"Agonopterix curvipunctosa","Oecophoridae","Chaerophyllum temulum","leaves","oligophagous","-","-"
"Agonopterix curvipunctosa","Oecophoridae","Chaerophyllum temulentum","leaves","oligophagous","-","-"
"Agonopterix heracliana","Oecophoridae","Aegopodium podagraria","flowers,leaves","oligophagous","-","-"
"Agonopterix heracliana","Oecophoridae","Angelica sylvestris","leaves","oligophagous","-","-"
"Agonopterix heracliana","Oecophoridae","Anthriscus caucalis","flowers,leaves","oligophagous","-","I"
"Agonopterix heracliana","Oecophoridae","Anthriscus sylvestris","flowers,leaves","oligophagous","principal","I"
"Agonopterix heracliana","Oecophoridae","Chaerophyllum temulum","flowers,leaves","oligophagous","-","I"
"Agonopterix heracliana","Oecophoridae","Conium maculatum","leaves","oligophagous","subsidiary","-"
"Agonopterix heracliana","Oecophoridae","Conopodium majus","flowers,leaves","oligophagous","-","I"
"Agonopterix heracliana","Oecophoridae","Daucus carota","leaves","oligophagous","-","-"
"Agonopterix heracliana","Oecophoridae","Heracleum sphondylium","leaves","oligophagous","-","-"
"Agonopterix heracliana","Oecophoridae","Oenanthe crocata","leaves","oligophagous","-","-"
"Agonopterix heracliana","Oecophoridae","Pimpinella saxifraga","leaves","oligophagous","-","-"
"Agonopterix heracliana","Oecophoridae","Silaum silaus","leaves","oligophagous","-","-"
"Agonopterix heracliana","Oecophoridae","Smyrnium olusatrum","leaves","oligophagous","-","-"
"Agonopterix heracliana","Oecophoridae","Torilis japonica","flowers,leaves","oligophagous","-","I"
"Agonopterix heracliana","Oecophoridae","Chaerophyllum temulentum","flowers,leaves","oligophagous","-","I"
"Agonopterix heracliana","Oecophoridae","Conopodium denudatum","flowers,leaves","oligophagous","-","I"
"Agonopterix heracliana","Oecophoridae","Anthriscus vulgaris","flowers,leaves","oligophagous","-","I"
"Agonopterix heracliana","Oecophoridae","Caucalis anthriscus","flowers,leaves","oligophagous","-","I"
"Agonopterix heracliana","Oecophoridae","Daucus gummifer","leaves","oligophagous","-","-"
"Agonopterix heracliana","Oecophoridae","Silaus flavescens","leaves","oligophagous","-","-"
"Agonopterix kaekeritziana","Oecophoridae","Centaurea nigra","leaves","monophagous","-","-"
"Agonopterix kaekeritziana","Oecophoridae","Centaurea scabiosa","leaves","monophagous","-","-"
"Agonopterix kaekeritziana","Oecophoridae","Centaurea debeauxii","leaves","monophagous","-","-"
"Agonopterix kaekeritziana","Oecophoridae","Centaurea nemoralis","leaves","monophagous","-","-"
"Agonopterix kuznetzovi","Oecophoridae","Serratula tinctoria","leaves","monophagous","-","-"
"Agonopterix liturosa","Oecophoridae","Hypericum hirsutum","shoots","monophagous","-","-"
"Agonopterix liturosa","Oecophoridae","Hypericum perforatum","leaves","monophagous","-","-"
"Agonopterix liturosa","Oecophoridae","Hypericum tetrapterum","shoots","monophagous","-","-"
"Agonopterix liturosa","Oecophoridae","Hypericum quadrangulum","shoots","monophagous","-","-"
"Agonopterix nanatella","Oecophoridae","Carlina vulgaris","leaves","monophagous","-","I"
"Agonopterix nervosa","Oecophoridae","Cytisus scoparius","flowers,leaves,shoots","oligophagous","-","I"
"Agonopterix nervosa","Oecophoridae","Genista tinctoria","leaves","oligophagous","-","-"
"Agonopterix nervosa","Oecophoridae","Ulex europaeus","leaves,shoots","oligophagous","-","-"
"Agonopterix nervosa","Oecophoridae","Ulex gallii","leaves,shoots","oligophagous","-","-"
"Agonopterix nervosa","Oecophoridae","Sarothamnus scoparius","flowers,leaves,shoots","oligophagous","-","I"
"Agonopterix ocellana","Oecophoridae","Salix alba","leaves","monophagous","-","-"
"Agonopterix ocellana","Oecophoridae","Salix aurita","leaves","monophagous","-","-"
"Agonopterix ocellana","Oecophoridae","Salix caprea","leaves,shoots","monophagous","-","-"
"Agonopterix ocellana","Oecophoridae","Salix cinerea","leaves,shoots","monophagous","-","-"
"Agonopterix ocellana","Oecophoridae","Salix fragilis","leaves","monophagous","-","-"
"Agonopterix ocellana","Oecophoridae","Salix repens","leaves","monophagous","-","-"
"Agonopterix ocellana","Oecophoridae","Salix viminalis","leaves","monophagous","-","-"
"Agonopterix ocellana","Oecophoridae","Salix decipiens","leaves","monophagous","-","-"
"Agonopterix pallorella","Oecophoridae","Centaurea nigra","leaves","oligophagous","subsidiary","-"
"Agonopterix pallorella","Oecophoridae","Centaurea scabiosa","leaves","oligophagous","principal","I"
"Agonopterix pallorella","Oecophoridae","Serratula tinctoria","leaves","oligophagous","subsidiary","-"
"Agonopterix pallorella","Oecophoridae","Centaurea debeauxii","leaves","oligophagous","subsidiary","-"
"Agonopterix pallorella","Oecophoridae","Centaurea nemoralis","leaves","oligophagous","subsidiary","-"
"Agonopterix propinquella","Oecophoridae","Carduus nutans","leaves","oligophagous","subsidiary","-"
"Agonopterix propinquella","Oecophoridae","Carduus tenuiflorus","leaves","oligophagous","subsidiary","-"
"Agonopterix propinquella","Oecophoridae","Cirsium arvense","leaves","oligophagous","-","-"
"Agonopterix propinquella","Oecophoridae","Cirsium vulgare","leaves","oligophagous","-","-"
"Agonopterix purpurea","Oecophoridae","Anthriscus sylvestris","leaves","oligophagous","-","-"
"Agonopterix purpurea","Oecophoridae","Chaerophyllum temulum","leaves","oligophagous","-","-"
"Agonopterix purpurea","Oecophoridae","Daucus carota","leaves","oligophagous","-","-"
"Agonopterix purpurea","Oecophoridae","Torilis japonica","leaves","oligophagous","-","-"
"Agonopterix purpurea","Oecophoridae","Chaerophyllum temulentum","leaves","oligophagous","-","-"
"Agonopterix purpurea","Oecophoridae","Caucalis anthriscus","leaves","oligophagous","-","-"
"Agonopterix purpurea","Oecophoridae","Daucus gummifer","leaves","oligophagous","-","-"
"Agonopterix putridella","Oecophoridae","Peucedanum officinale","leaves","monophagous","-","I"
"Agonopterix rotundella","Oecophoridae","Daucus carota","leaves","monophagous","-","I"
"Agonopterix rotundella","Oecophoridae","Daucus gummifer","leaves","monophagous","-","I"
"Agonopterix scopariella","Oecophoridae","Cytisus scoparius","leaves,shoots","oligophagous","principal","-"
"Agonopterix scopariella","Oecophoridae","Lupinus arboreus","leaves","oligophagous","-","-"
"Agonopterix scopariella","Oecophoridae","Sarothamnus scoparius","leaves,shoots","oligophagous","principal","-"
"Agonopterix subpropinquella","Oecophoridae","Arctium lappa","leaves","oligophagous","-","-"
"Agonopterix subpropinquella","Oecophoridae","Arctium minus","leaves","oligophagous","-","-"
"Agonopterix subpropinquella","Oecophoridae","Centaurea nigra","leaves","oligophagous","-","-"
"Agonopterix subpropinquella","Oecophoridae","Centaurea scabiosa","leaves","oligophagous","-","-"
"Agonopterix subpropinquella","Oecophoridae","Cirsium arvense","leaves","oligophagous","-","-"
"Agonopterix subpropinquella","Oecophoridae","Cirsium eriophorum","leaves","oligophagous","-","-"
"Agonopterix subpropinquella","Oecophoridae","Cirsium palustre","leaves","oligophagous","-","-"
"Agonopterix subpropinquella","Oecophoridae","Cirsium vulgare","leaves","oligophagous","-","-"
"Agonopterix subpropinquella","Oecophoridae","Arctium nemorosum","leaves","oligophagous","-","-"
"Agonopterix subpropinquella","Oecophoridae","Arctium pubens","leaves","oligophagous","-","-"
"Agonopterix subpropinquella","Oecophoridae","Centaurea debeauxii","leaves","oligophagous","-","-"
"Agonopterix subpropinquella","Oecophoridae","Centaurea nemoralis","leaves","oligophagous","-","-"
"Agonopterix ulicetella","Oecophoridae","Genista pilosa","flowers,leaves","oligophagous","subsidiary","-"
"Agonopterix ulicetella","Oecophoridae","Ulex europaeus","leaves","oligophagous","principal","-"
"Agonopterix ulicetella","Oecophoridae","Ulex europaeus","shoots","oligophagous","principal","-"
"Agonopterix ulicetella","Oecophoridae","Ulex gallii","leaves","oligophagous","-","-"
"Agonopterix yeatiana","Oecophoridae","Apium graveolens","leaves","oligophagous","-","-"
"Agonopterix yeatiana","Oecophoridae","Chaerophyllum temulum","leaves","oligophagous","-","-"
"Agonopterix yeatiana","Oecophoridae","Daucus carota","leaves","oligophagous","-","-"
"Agonopterix yeatiana","Oecophoridae","Daucus carota","shoots","oligophagous","-","-"
"Agonopterix yeatiana","Oecophoridae","Oenanthe crocata","leaves","-","-","-"
"Agonopterix yeatiana","Oecophoridae","Oenanthe crocata","leaves","oligophagous","-","-"
"Agonopterix yeatiana","Oecophoridae","Oenanthe pimpinelloides","leaves","oligophagous","-","-"
"Agonopterix yeatiana","Oecophoridae","Oenanthe pimpinelloides","shoots","oligophagous","-","-"
"Agonopterix yeatiana","Oecophoridae","Peucedanum palustre","leaves","oligophagous","-","-"
"Agonopterix yeatiana","Oecophoridae","Silaum silaus","leaves","oligophagous","-","-"
"Agonopterix yeatiana","Oecophoridae","Chaerophyllum temulentum","leaves","oligophagous","-","-"
"Agonopterix yeatiana","Oecophoridae","Daucus gummifer","leaves","oligophagous","-","-"
