Taxon,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date,Tax_res
Sideroxylon oxyacantha Baill.,Sideroxylon,"",oxyacantha,,,"",Baill.,kew-192056,TRUE,1.1,Accepted,Sapotaceae,Sideroxylon,"",oxyacanthum,"","",Baill.,kew-192056,Accepted,TRUE,FALSE,FALSE,2020-10-09,Species
Silaum silaus,Silaum,"",silaus,,,"","",kew-2478859,TRUE,1.1,Accepted,Apiaceae,Silaum,"",silaus,"","",(L.) Schinz & Thell.,kew-2478859,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Silene acaulis,Silene,"",acaulis,,,"","",kew-2485026,TRUE,1.1,Accepted,Caryophyllaceae,Silene,"",acaulis,"","",(L.) Jacq.,kew-2485026,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Silene alba,Silene,"",alba,,,"","",kew-2485744,TRUE,1.1,Synonym,Caryophyllaceae,Silene,"",latifolia,subsp.,alba,(Mill.) Greuter & Burdet,kew-2488692,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Silene alba ssp. divaricata,Silene,"",alba,,ssp.,divaricata,"",tro-6300427,TRUE,1.1,Synonym,Caryophyllaceae,Silene,"",latifolia,"","",Poir.,kew-2488689,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Silene cucubalus,Silene,"",cucubalus,,,"","",kew-2488293,TRUE,1.1,Synonym,Caryophyllaceae,Silene,"",vulgaris,"","",(Moench) Garcke,kew-2487840,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Silene dioica,Silene,"",dioica,,,"","",kew-2488209,TRUE,1.1,Accepted,Caryophyllaceae,Silene,"",dioica,"","",(L.) Clairv.,kew-2488209,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Silene gallica,Silene,"",gallica,,,"","",kew-2488333,TRUE,1.1,Accepted,Caryophyllaceae,Silene,"",gallica,"","",L.,kew-2488333,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Silene gallica var. anglica,Silene,"",gallica,,var.,anglica,"",tro-6303046,TRUE,1.1,Synonym,Caryophyllaceae,Silene,"",gallica,"","",L.,kew-2488333,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Silene latifolia,Silene,"",latifolia,,,"","",kew-2488689,TRUE,1.1,Accepted,Caryophyllaceae,Silene,"",latifolia,"","",Poir.,kew-2488689,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Silene longiflora,Silene,"",longiflora,,,"","",kew-2488938,TRUE,1.1,Synonym,Caryophyllaceae,Silene,"",bupleuroides,"","",L.,kew-2485446,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Silene maritima,Silene,"",maritima,,,"","",kew-2488828,TRUE,1.1,Synonym,Caryophyllaceae,Silene,"",uniflora,"","",Roth,kew-2487877,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Silene noctiflora,Silene,"",noctiflora,,,"","",kew-2488646,TRUE,1.1,Accepted,Caryophyllaceae,Silene,"",noctiflora,"","",L.,kew-2488646,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Silene nutans,Silene,"",nutans,,,"","",kew-2488633,TRUE,1.1,Accepted,Caryophyllaceae,Silene,"",nutans,"","",L.,kew-2488633,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Silene other species,Silene,"",other,,,species,"","",FALSE,1.1,"","",Silene,"",other,,species,"","","",FALSE,FALSE,FALSE,2020-10-09,Genus
Silene otites,Silene,"",otites,,,"","",kew-2488569,TRUE,1.1,Accepted,Caryophyllaceae,Silene,"",otites,"","",(L.) Wibel,kew-2488569,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Silene rubra,Silene,"",rubra,,,"","",kew-2486947,TRUE,1.1,Unresolved,Caryophyllaceae,Silene,"",rubra,"","",Burnat,kew-2486947,Unresolved,FALSE,FALSE,FALSE,2020-10-09,Species
Silene uniflora,Silene,"",uniflora,,,"","",kew-2487877,TRUE,1.1,Accepted,Caryophyllaceae,Silene,"",uniflora,"","",Roth,kew-2487877,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Silene vulgaris,Silene,"",vulgaris,,,"","",kew-2487840,TRUE,1.1,Accepted,Caryophyllaceae,Silene,"",vulgaris,"","",(Moench) Garcke,kew-2487840,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Silybum marianum,Silybum,"",marianum,,,"","",gcc-114114,TRUE,1.1,Accepted,Compositae,Silybum,"",marianum,"","",(L.) Gaertn.,gcc-114114,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sinapis alba,Sinapis,"",alba,,,"","",kew-2476404,TRUE,1.1,Accepted,Brassicaceae,Sinapis,"",alba,"","",L.,kew-2476404,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sinapis arvensis,Sinapis,"",arvensis,,,"","",kew-2476411,TRUE,1.1,Accepted,Brassicaceae,Sinapis,"",arvensis,"","",L.,kew-2476411,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sison amomum,Sison,"",amomum,,,"","",kew-2473793,TRUE,1.1,Accepted,Apiaceae,Sison,"",amomum,"","",L.,kew-2473793,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sisymbrium altissimum,Sisymbrium,"",altissimum,,,"","",kew-2476102,TRUE,1.1,Accepted,Brassicaceae,Sisymbrium,"",altissimum,"","",L.,kew-2476102,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sisymbrium austriacum,Sisymbrium,"",austriacum,,,"","",kew-2476144,TRUE,1.1,Accepted,Brassicaceae,Sisymbrium,"",austriacum,"","",Jacq.,kew-2476144,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sisymbrium irio,Sisymbrium,"",irio,,,"","",kew-2474776,TRUE,1.1,Accepted,Brassicaceae,Sisymbrium,"",irio,"","",L.,kew-2474776,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sisymbrium officinale,Sisymbrium,"",officinale,,,"","",kew-2474949,TRUE,1.1,Accepted,Brassicaceae,Sisymbrium,"",officinale,"","",(L.) Scop.,kew-2474949,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sisymbrium orientale,Sisymbrium,"",orientale,,,"","",kew-2474956,TRUE,1.1,Accepted,Brassicaceae,Sisymbrium,"",orientale,"","",L.,kew-2474956,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sisymbrium strictissimum,Sisymbrium,"",strictissimum,,,"","",kew-2474737,TRUE,1.1,Accepted,Brassicaceae,Sisymbrium,"",strictissimum,"","",L.,kew-2474737,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sium latifolium,Sium,"",latifolium,,,"","",kew-2473946,TRUE,1.1,Accepted,Apiaceae,Sium,"",latifolium,"","",L.,kew-2473946,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sium sisarum,Sium,"",sisarum,,,"","",kew-2473919,TRUE,1.1,Accepted,Apiaceae,Sium,"",sisarum,"","",L.,kew-2473919,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Skimmia japonica Thunb.,Skimmia,"",japonica,,,"",Thunb.,kew-2600234,TRUE,1.1,Accepted,Rutaceae,Skimmia,"",japonica,"","",Thunb.,kew-2600234,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Slime moulds,"","",moulds,,,"","","",FALSE,1.1,"","",Slime,"",moulds,,"","","","",TRUE,FALSE,FALSE,2020-10-09,
Smilax aspera,Smilax,"",aspera,,,"","",kew-288512,TRUE,1.1,Accepted,Smilacaceae,Smilax,"",aspera,"","",L.,kew-288512,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Smyrnium olusatrum,Smyrnium,"",olusatrum,,,"","",kew-2473605,TRUE,1.1,Accepted,Apiaceae,Smyrnium,"",olusatrum,"","",L.,kew-2473605,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Smyrnium olusatrum L.,Smyrnium,"",olusatrum,,,"",L.,kew-2473605,TRUE,1.1,Accepted,Apiaceae,Smyrnium,"",olusatrum,"","",L.,kew-2473605,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Solanum americanum,Solanum,"",americanum,,,"","",tro-29600095,TRUE,1.1,Accepted,Solanaceae,Solanum,"",americanum,"","",Mill.,tro-29600095,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Solanum campylacanthum Hochst.,Solanum,"",campylacanthum,,,"",Hochst.,tro-29607201,TRUE,1.1,Accepted,Solanaceae,Solanum,"",campylacanthum,"","",Hochst.,tro-29607201,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Solanum capsicastrum,Solanum,"",capsicastrum,,,"","",tro-29602585,TRUE,1.1,Synonym,Solanaceae,Solanum,"",pseudocapsicum,var.,diflorum,(Vell.) Bitter,tro-29604781,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Solanum cornutum,Solanum,"",cornutum,,,"","",tro-29601336,TRUE,1.1,Synonym,Solanaceae,Solanum,"",angustifolium,"","",Mill.,tro-29600217,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Solanum crispum Ruiz & Pavon,Solanum,"",crispum,,,"",Ruiz & Pavon,tro-29601349,TRUE,1.1,Accepted,Solanaceae,Solanum,"",crispum,"","",Ruiz & Pav.,tro-29601349,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Solanum douglasii Dunal,Solanum,"",douglasii,,,"",Dunal,tro-29600106,TRUE,1.1,Accepted,Solanaceae,Solanum,"",douglasii,"","",Dunal,tro-29600106,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Solanum dulcamara,Solanum,"",dulcamara,,,"","",tro-29600249,TRUE,1.1,Accepted,Solanaceae,Solanum,"",dulcamara,"","",L.,tro-29600249,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Solanum elaeagnifolium,Solanum,"",elaeagnifolium,,,"","",tro-29602593,TRUE,1.1,Accepted,Solanaceae,Solanum,"",elaeagnifolium,"","",Cav.,tro-29602593,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Solanum jasminoides Paxt.,Solanum,"",jasminoides,,,"",Paxt.,tro-29600272,TRUE,1.1,Accepted,Solanaceae,Solanum,"",jasminoides,"","",J. Paxton,tro-29600272,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Solanum luteum,Solanum,"",luteum,,,"","",tro-29602606,TRUE,1.1,Accepted,Solanaceae,Solanum,"",luteum,"","",Mill.,tro-29602606,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Solanum luteum ssp. luteum,Solanum,"",luteum,,ssp.,luteum,"",tro-29602606,TRUE,1.1,Accepted,Solanaceae,Solanum,"",luteum,"","",Mill.,tro-29602606,Accepted,FALSE,FALSE,TRUE,2020-10-09,Species
Solanum melongena,Solanum,"",melongena,,,"","",tro-29600121,TRUE,1.1,Accepted,Solanaceae,Solanum,"",melongena,"","",L.,tro-29600121,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Solanum nicotianum,Solanum,"",nicotianum,,,"","","",FALSE,1.1,"","",Solanum,"",nicotianum,,"","","","",FALSE,FALSE,FALSE,2020-10-09,Genus
Solanum nigrum,Solanum,"",nigrum,,,"","",tro-29600125,TRUE,1.1,Synonym,Solanaceae,Solanum,"",americanum,"","",Mill.,tro-29600095,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Solanum pseudocapsicum,Solanum,"",pseudocapsicum,,,"","",tro-29600302,TRUE,1.1,Accepted,Solanaceae,Solanum,"",pseudocapsicum,"","",L.,tro-29600302,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Solanum tuberosum,Solanum,"",tuberosum,,,"","",tro-29600334,TRUE,1.1,Accepted,Solanaceae,Solanum,"",tuberosum,"","",L.,tro-29600334,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Solidago canadensis,Solidago,"",canadensis,,,"","",gcc-17814,TRUE,1.1,Accepted,Compositae,Solidago,"",canadensis,"","",L.,gcc-17814,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Solidago rigida L.,Solidago,"",rigida,,,"",L.,gcc-90277,TRUE,1.1,Accepted,Compositae,Solidago,"",rigida,"","",L.,gcc-90277,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Solidago virgaurea,Solidago,"",virgaurea,,,"","",gcc-44550,TRUE,1.1,Accepted,Compositae,Solidago,"",virgaurea,"","",L.,gcc-44550,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sonchus arvensis,Sonchus,"",arvensis,,,"","",gcc-48853,TRUE,1.1,Accepted,Compositae,Sonchus,"",arvensis,"","",L.,gcc-48853,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sonchus asper,Sonchus,"",asper,,,"","",gcc-130230,TRUE,1.1,Accepted,Compositae,Sonchus,"",asper,"","",(L.) Hill,gcc-130230,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sonchus asper Hill,Sonchus,"",asper,,,"",Hill,gcc-130230,TRUE,1.1,Accepted,Compositae,Sonchus,"",asper,"","",(L.) Hill,gcc-130230,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sonchus maritimus,Sonchus,"",maritimus,,,"","",gcc-134623,TRUE,1.1,Accepted,Compositae,Sonchus,"",maritimus,"","",L.,gcc-134623,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sonchus oleraceus,Sonchus,"",oleraceus,,,"","",gcc-26069,TRUE,1.1,Accepted,Compositae,Sonchus,"",oleraceus,"","",(L.) L.,gcc-26069,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sonchus palustris,Sonchus,"",palustris,,,"","",gcc-30288,TRUE,1.1,Accepted,Compositae,Sonchus,"",palustris,"","",L.,gcc-30288,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sophora japonica,Sophora,"",japonica,,,"","",ild-7170,TRUE,1.1,Synonym,Leguminosae,Styphnolobium,"",japonicum,"","",(L.) Schott,ild-33214,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sorbus americana Marsh.,Sorbus,"",americana,,,"",Marsh.,rjp-20009,TRUE,1.1,Synonym,Rosaceae,Sorbus,"",decora,"","",(Sarg.) C.K.Schneid.,rjp-6186,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sorbus aria,Sorbus,"",aria,,,"","",rjp-258,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",aria,"","",(L.) Crantz,rjp-258,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sorbus aucuparia,Sorbus,"",aucuparia,,,"","",rjp-68,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",aucuparia,"","",L.,rjp-68,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sorbus aucuparia - animal feeder,Sorbus,"",aucuparia,,,animal,feeder,rjp-68,FALSE,1.1,Accepted,Rosaceae,Sorbus,"",aucuparia,"","",L.,rjp-68,Accepted,FALSE,FALSE,TRUE,2020-10-09,Species
Sorbus decora C.K.Schneid.,Sorbus,"",decora,,,"",C.K.Schneid.,rjp-6186,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",decora,"","",(Sarg.) C.K.Schneid.,rjp-6186,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sorbus domestica,Sorbus,"",domestica,,,"","",rjp-989,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",domestica,"","",L.,rjp-989,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sorbus graeca,Sorbus,"",graeca,,,"","",rjp-28689,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",graeca,"","",(Lodd. ex Spach) Kotschy,rjp-28689,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sorbus hybrida,Sorbus,"",hybrida,,,"","",rjp-594,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",hybrida,"","",L.,rjp-594,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sorbus intermedia,Sorbus,"",intermedia,,,"","",rjp-616,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",intermedia,"","",(Ehrh.) Pers.,rjp-616,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sorbus latifolia,Sorbus,"",latifolia,,,"","",rjp-487,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",latifolia,"","",(Lam.) Pers.,rjp-487,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sorbus other species,Sorbus,"",other,,,species,"","",FALSE,1.1,"","",Sorbus,"",other,,species,"","","",FALSE,FALSE,FALSE,2020-10-09,Genus
Sorbus torminalis,Sorbus,"",torminalis,,,"","",rjp-595,TRUE,1.1,Accepted,Rosaceae,Sorbus,"",torminalis,"","",(L.) Crantz,rjp-595,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sparganium emersum,Sparganium,"",emersum,,,"","",kew-266044,TRUE,1.1,Accepted,Typhaceae,Sparganium,"",emersum,"","",Rehmann,kew-266044,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sparganium erectum,Sparganium,"",erectum,,,"","",kew-266057,TRUE,1.1,Accepted,Typhaceae,Sparganium,"",erectum,"","",L.,kew-266057,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sparganium erectum var. erectum,Sparganium,"",erectum,,var.,erectum,"",kew-266059,TRUE,1.1,Synonym,Typhaceae,Sparganium,"",erectum,"","",L.,kew-266057,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sparganium natans,Sparganium,"",natans,,,"","",kew-266110,TRUE,1.1,Accepted,Typhaceae,Sparganium,"",natans,"","",L.,kew-266110,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Spartina maritima,Spartina,"",maritima,,,"","",kew-443799,TRUE,1.1,Accepted,Poaceae,Spartina,"",maritima,"","",(Curtis) Fernald,kew-443799,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Spartium junceum,Spartium,"",junceum,,,"","",ild-8471,TRUE,1.1,Accepted,Leguminosae,Spartium,"",junceum,"","",L.,ild-8471,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Species not tabulated on coding form,"","",not,,,tabulated,on coding form,"",FALSE,1.1,"","",Species,"",not,,tabulated,"","","",TRUE,FALSE,FALSE,2020-10-09,
Species unknown,"","",unknown,,,"","","",FALSE,1.1,"","",Species,"",unknown,,"","","","",TRUE,FALSE,FALSE,2020-10-09,
Spergula arvensis,Spergula,"",arvensis,,,"","",kew-2487413,TRUE,1.1,Accepted,Caryophyllaceae,Spergula,"",arvensis,"","",L.,kew-2487413,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Spergularia arvensis,Spergularia,"",arvensis,,,"","",tro-6303540,TRUE,1.1,Synonym,Caryophyllaceae,Spergula,"",arvensis,"","",L.,kew-2487413,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Spergularia azorica,Spergularia,"",azorica,,,"","",kew-2482128,TRUE,1.1,Accepted,Caryophyllaceae,Spergularia,"",azorica,"","",(Kindb.) Lebel,kew-2482128,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Spergularia marina,Spergularia,"",marina,,,"","",kew-2487483,TRUE,1.1,Accepted,Caryophyllaceae,Spergularia,"",marina,"","",(L.) Besser,kew-2487483,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Spergularia media,Spergularia,"",media,,,"","",kew-2487471,TRUE,1.1,Accepted,Caryophyllaceae,Spergularia,"",media,"","",(L.) C.Presl,kew-2487471,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Spergularia rubra,Spergularia,"",rubra,,,"","",kew-2482087,TRUE,1.1,Accepted,Caryophyllaceae,Spergularia,"",rubra,"","",(L.) J.Presl & C.Presl,kew-2482087,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Spergularia rupicola,Spergularia,"",rupicola,,,"","",kew-2482093,TRUE,1.1,Accepted,Caryophyllaceae,Spergularia,"",rupicola,"","",Lebel,kew-2482093,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Sphenostylis stenocarpa,Sphenostylis,"",stenocarpa,,,"","",ild-3004,TRUE,1.1,Accepted,Leguminosae,Sphenostylis,"",stenocarpa,"","",(A.Rich.) Harms,ild-3004,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Spinacia oleracea,Spinacia,"",oleracea,,,"","",kew-2483900,TRUE,1.1,Accepted,Amaranthaceae,Spinacia,"",oleracea,"","",L.,kew-2483900,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Spiraea salicifolia,Spiraea,"",salicifolia,,,"","",rjp-275,TRUE,1.1,Accepted,Rosaceae,Spiraea,"",salicifolia,"","",L.,rjp-275,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Spiraea tomentosa,Spiraea,"",tomentosa,,,"","",rjp-977,TRUE,1.1,Accepted,Rosaceae,Spiraea,"",tomentosa,"","",L.,rjp-977,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Spondias cytherea Sonn.,Spondias,"",cytherea,,,"",Sonn.,kew-2480684,TRUE,1.1,Synonym,Anacardiaceae,Spondias,"",dulcis,"","",Parkinson,kew-2480687,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Spp. - animal feeder,"","",-,,,animal,feeder,"",FALSE,1.1,"","",Spp.,"",-,,animal,"","","",TRUE,FALSE,FALSE,2020-10-09,
Spp. ??? DFS to check - 'Green algae',"","",???,,,to,check - 'Green algae',"",FALSE,1.1,"","",Spp.,"",???,,to,"","","",TRUE,FALSE,FALSE,2020-10-09,
Stachys alpina,Stachys,"",alpina,,,"","",kew-194763,TRUE,1.1,Accepted,Lamiaceae,Stachys,"",alpina,"","",L.,kew-194763,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Stachys annua,Stachys,"",annua,,,"","",kew-194778,TRUE,1.1,Accepted,Lamiaceae,Stachys,"",annua,"","",(L.) L.,kew-194778,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Stachys arvensis,Stachys,"",arvensis,,,"","",kew-194811,TRUE,1.1,Accepted,Lamiaceae,Stachys,"",arvensis,"","",(L.) L.,kew-194811,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Stachys byzantina,Stachys,"",byzantina,,,"","",kew-194896,TRUE,1.1,Accepted,Lamiaceae,Stachys,"",byzantina,"","",K.Koch,kew-194896,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Stachys germanica,Stachys,"",germanica,,,"","",kew-195092,TRUE,1.1,Accepted,Lamiaceae,Stachys,"",germanica,"","",L.,kew-195092,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Stachys grandiflora Benth.,Stachys,"",grandiflora,,,"",Benth.,kew-195128,TRUE,1.1,Synonym,Lamiaceae,Stachys,"",macrantha,"","",(K.Koch) Stearn,kew-195289,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Stachys lanata,Stachys,"",lanata,,,"","",kew-195244,TRUE,1.1,Synonym,Lamiaceae,Stachys,"",palaestina,"","",L.,kew-195408,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Stachys officinalis,Stachys,"",officinalis,,,"","",kew-195388,TRUE,1.1,Accepted,Lamiaceae,Stachys,"",officinalis,"","",(L.) Trevis.,kew-195388,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Stachys palustris,Stachys,"",palustris,,,"","",kew-195411,TRUE,1.1,Accepted,Lamiaceae,Stachys,"",palustris,"","",L.,kew-195411,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Stachys palustris X sylvatica,Stachys,×,palustris,,,sylvatica,"",kew-195411,FALSE,1.1,Accepted,Lamiaceae,Stachys,"",palustris,"","",L.,kew-195411,Accepted,FALSE,FALSE,TRUE,2020-10-09,Species
Stachys recta,Stachys,"",recta,,,"","",kew-195519,TRUE,1.1,Accepted,Lamiaceae,Stachys,"",recta,"","",L.,kew-195519,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Stachys sylvatica,Stachys,"",sylvatica,,,"","",kew-195698,TRUE,1.1,Accepted,Lamiaceae,Stachys,"",sylvatica,"","",L.,kew-195698,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Stachytarpheta cayennensis Schau.,Stachytarpheta,"",cayennensis,,,"",Schau.,kew-195838,TRUE,1.1,Accepted,Verbenaceae,Stachytarpheta,"",cayennensis,"","",(Rich.) Vahl,kew-195838,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Stangeria eriopus Nash,Stangeria,"",eriopus,,,"",Nash,kew-2580327,TRUE,1.1,Accepted,Zamiaceae,Stangeria,"",eriopus,"","",(Kunze) Baill.,kew-2580327,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Stanhopea devoniensis Lindl.,Stanhopea,"",devoniensis,,,"",Lindl.,kew-196085,TRUE,1.1,Synonym,Orchidaceae,Stanhopea,"",hernandezii,"","",(Kunth) Schltr.,kew-196110,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Stanhopea tigrina Batem. ex Lindl.,Stanhopea,"",tigrina,,,"",Batem. ex Lindl.,kew-196166,TRUE,1.1,Accepted,Orchidaceae,Stanhopea,"",tigrina,"","",Bateman ex Lindl.,kew-196166,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Staphylea pinnata,Staphylea,"",pinnata,,,"","",kew-2582179,TRUE,1.1,Accepted,Staphyleaceae,Staphylea,"",pinnata,"","",L.,kew-2582179,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Stellaria alsine,Stellaria,"",alsine,,,"","",kew-2482190,TRUE,1.1,Synonym,Caryophyllaceae,Stellaria,"",uliginosa,"","",Murray,kew-2482704,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Stellaria graminea,Stellaria,"",graminea,,,"","",kew-2482031,TRUE,1.1,Accepted,Caryophyllaceae,Stellaria,"",graminea,"","",L.,kew-2482031,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Stellaria holostea,Stellaria,"",holostea,,,"","",kew-2481934,TRUE,1.1,Accepted,Caryophyllaceae,Stellaria,"",holostea,"","",L.,kew-2481934,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Stellaria media,Stellaria,"",media,,,"","",kew-2481938,TRUE,1.1,Accepted,Caryophyllaceae,Stellaria,"",media,"","",(L.) Vill.,kew-2481938,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Stellaria nemorum,Stellaria,"",nemorum,,,"","",kew-2482625,TRUE,1.1,Accepted,Caryophyllaceae,Stellaria,"",nemorum,"","",L.,kew-2482625,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Stellaria uliginosa,Stellaria,"",uliginosa,,,"","",kew-2482704,TRUE,1.1,Accepted,Caryophyllaceae,Stellaria,"",uliginosa,"","",Murray,kew-2482704,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Stephanotis floribunda Brongn.,Stephanotis,"",floribunda,,,"",Brongn.,kew-2473217,TRUE,1.1,Synonym,Apocynaceae,Marsdenia,"",floribunda,"","",(Brongn.) Schltr.,kew-2363635,Accepted,FALSE,FALSE,FALSE,2020-10-09,Species
Stereum hirsutum,"","",hirsutum,,,"","","",FALSE,1.1,"","",Stereum,"",hirsutum,,"","","","",TRUE,FALSE,FALSE,2020-10-09,
Steriphana paradoxum Endl.,"","",paradoxum,,,"",Endl.,"",FALSE,1.1,"","",Steriphana,"",paradoxum,,"","","","",TRUE,FALSE,FALSE,2020-10-09,
Sticta pulmonacea,"","",pulmonacea,,,"","","",FALSE,1.1,"","",Sticta,"",pulmonacea,,"","","","",TRUE,FALSE,FALSE,2020-10-09,
